tmdb_id,country,release_date,type
601796,HK,2022-08-18T00:00:00.000Z,3
601796,HU,2022-09-08T00:00:00.000Z,3
601796,KR,2022-07-13T00:00:00.000Z,1
601796,KR,2022-07-20T00:00:00.000Z,3
601796,KR,2022-08-23T00:00:00.000Z,4
601796,US,2022-08-26T00:00:00.000Z,2
601796,US,2022-12-06T00:00:00.000Z,5
799379,AT,2022-12-15T00:00:00.000Z,2
799379,AU,2022-10-13T00:00:00.000Z,3
799379,CA,2022-09-16T00:00:00.000Z,1
799379,CH,2023-03-21T00:00:00.000Z,4
799379,CO,2024-11-21T00:00:00.000Z,3
799379,DE,2023-01-28T00:00:00.000Z,1
799379,DE,2023-03-02T00:00:00.000Z,3
799379,ES,2023-02-17T00:00:00.000Z,3
799379,FI,2023-08-18T00:00:00.000Z,3
799379,FR,2023-02-15T00:00:00.000Z,3
799379,FR,2023-05-31T00:00:00.000Z,4
799379,FR,2023-06-07T00:00:00.000Z,5
799379,GB,2023-03-10T00:00:00.000Z,2
799379,GB,2023-01-30T00:00:00.000Z,4
799379,GB,2023-04-10T00:00:00.000Z,5
799379,JP,2023-04-07T00:00:00.000Z,4
799379,KR,2022-09-21T00:00:00.000Z,3
799379,NO,2023-05-26T00:00:00.000Z,3
799379,PE,2024-10-10T00:00:00.000Z,3
799379,PL,2022-10-28T00:00:00.000Z,4
799379,RU,2022-11-24T00:00:00.000Z,3
799379,SE,2023-05-12T00:00:00.000Z,3
799379,TH,2022-11-03T00:00:00.000Z,3
799379,US,2022-10-07T00:00:00.000Z,3
727340,AE,2023-06-08T00:00:00.000Z,1
727340,AU,2022-09-22T00:00:00.000Z,3
727340,BR,2023-02-02T00:00:00.000Z,3
727340,CA,2022-09-15T00:00:00.000Z,1
727340,DE,2023-07-20T00:00:00.000Z,4
727340,DE,2023-07-27T00:00:00.000Z,5
727340,ES,2022-12-17T00:00:00.000Z,3
727340,FR,2022-05-19T00:00:00.000Z,1
727340,FR,2023-06-21T00:00:00.000Z,5
727340,GB,2022-11-04T00:00:00.000Z,2
727340,GB,2022-11-04T00:00:00.000Z,4
727340,HK,2022-10-20T00:00:00.000Z,3
727340,IE,2022-11-04T00:00:00.000Z,4
727340,JP,2023-09-29T00:00:00.000Z,3
727340,KR,2022-07-27T00:00:00.000Z,1
727340,KR,2022-08-10T00:00:00.000Z,3
727340,MX,2022-08-10T00:00:00.000Z,2
727340,NL,2022-08-10T00:00:00.000Z,2
727340,NO,2022-08-10T00:00:00.000Z,4
727340,PL,2023-02-10T00:00:00.000Z,4
727340,RU,2023-05-18T00:00:00.000Z,3
727340,SA,2022-12-03T00:00:00.000Z,1
727340,SE,2022-08-10T00:00:00.000Z,4
727340,TH,2022-09-01T00:00:00.000Z,3
727340,TW,2022-08-26T00:00:00.000Z,3
727340,US,2022-12-02T00:00:00.000Z,2
727340,US,2022-12-02T00:00:00.000Z,4
993885,KR,2022-07-08T00:00:00.000Z,1
993885,KR,2022-08-31T00:00:00.000Z,3
993885,TW,2022-09-08T00:00:00.000Z,3
993885,US,2022-08-31T00:00:00.000Z,4
705996,AT,2023-02-03T00:00:00.000Z,3
705996,AU,2022-08-21T00:00:00.000Z,1
705996,AU,2022-10-20T00:00:00.000Z,3
705996,CA,2022-09-12T00:00:00.000Z,1
705996,CH,2022-07-03T00:00:00.000Z,3
705996,CZ,2022-08-18T00:00:00.000Z,3
705996,DE,2022-10-23T00:00:00.000Z,2
705996,DE,2023-02-02T00:00:00.000Z,3
705996,DE,2023-05-11T00:00:00.000Z,4
705996,DE,2023-05-25T00:00:00.000Z,5
705996,DK,2022-12-25T00:00:00.000Z,3
705996,DO,2023-01-12T00:00:00.000Z,2
705996,EE,2022-11-11T00:00:00.000Z,1
705996,EE,2023-01-13T00:00:00.000Z,3
705996,ES,2023-01-20T00:00:00.000Z,3
705996,FI,2023-02-03T00:00:00.000Z,3
705996,FR,2022-05-23T00:00:00.000Z,1
705996,FR,2022-06-29T00:00:00.000Z,3
705996,FR,2022-11-09T00:00:00.000Z,4
705996,FR,2023-01-02T00:00:00.000Z,4
705996,FR,2022-11-16T00:00:00.000Z,5
705996,GB,2022-10-14T00:00:00.000Z,1
705996,GB,2022-10-21T00:00:00.000Z,3
705996,GR,2022-10-20T00:00:00.000Z,3
705996,GR,2022-12-27T00:00:00.000Z,4
705996,HK,2022-07-21T00:00:00.000Z,3
705996,HU,2022-09-15T00:00:00.000Z,4
705996,ID,2022-07-15T00:00:00.000Z,3
705996,IE,2022-10-21T00:00:00.000Z,3
705996,IL,2023-02-16T00:00:00.000Z,3
705996,IT,2023-02-02T00:00:00.000Z,3
705996,JP,2023-02-17T00:00:00.000Z,3
705996,KR,2022-06-21T00:00:00.000Z,1
705996,KR,2022-06-29T00:00:00.000Z,3
705996,KR,2022-08-09T00:00:00.000Z,4
705996,NL,2022-09-01T00:00:00.000Z,3
705996,NO,2023-01-27T00:00:00.000Z,3
705996,PL,2022-07-23T00:00:00.000Z,4
705996,PT,2022-12-20T00:00:00.000Z,1
705996,RU,2022-09-29T00:00:00.000Z,3
705996,SA,2022-12-09T00:00:00.000Z,1
705996,SE,2022-12-25T00:00:00.000Z,3
705996,SG,2022-07-14T00:00:00.000Z,3
705996,TH,2022-09-22T00:00:00.000Z,3
705996,UA,2022-10-13T00:00:00.000Z,3
705996,US,2022-10-08T00:00:00.000Z,1
705996,US,2022-10-14T00:00:00.000Z,2
705996,US,2022-10-21T00:00:00.000Z,3
606403,BE,2022-01-12T00:00:00.000Z,3
606403,DE,2022-04-01T00:00:00.000Z,2
606403,DE,2022-05-27T00:00:00.000Z,4
606403,DE,2022-06-03T00:00:00.000Z,5
606403,GB,2022-07-22T00:00:00.000Z,4
606403,HK,2022-05-12T00:00:00.000Z,3
606403,IT,2022-04-22T00:00:00.000Z,2
606403,KR,2022-01-12T00:00:00.000Z,3
606403,NL,2022-01-12T00:00:00.000Z,4
606403,SG,2022-01-13T00:00:00.000Z,3
634595,AE,2023-06-10T00:00:00.000Z,1
634595,HK,2022-12-08T00:00:00.000Z,3
634595,IT,2022-04-30T00:00:00.000Z,1
634595,KR,2022-10-18T00:00:00.000Z,1
634595,KR,2022-10-26T00:00:00.000Z,3
634595,SG,2022-11-17T00:00:00.000Z,3
634595,TH,2022-11-10T00:00:00.000Z,3
634595,TW,2022-11-04T00:00:00.000Z,3
634595,US,2023-03-14T00:00:00.000Z,4
946615,JP,2022-04-29T00:00:00.000Z,4
946615,KR,2022-04-28T00:00:00.000Z,3
633374,HK,2022-11-17T00:00:00.000Z,3
633374,KR,2022-10-26T00:00:00.000Z,3
633374,RU,2022-12-08T00:00:00.000Z,3
633374,TW,2022-11-18T00:00:00.000Z,3
629028,AE,2023-06-09T00:00:00.000Z,1
629028,JP,2021-05-21T00:00:00.000Z,4
629028,KR,2021-02-08T00:00:00.000Z,1
629028,KR,2021-02-17T00:00:00.000Z,3
629028,TW,2021-10-29T00:00:00.000Z,3
588108,AU,2022-08-05T00:00:00.000Z,3
588108,AU,2025-03-05T00:00:00.000Z,5
588108,DE,2022-10-23T00:00:00.000Z,1
588108,ES,2022-08-05T00:00:00.000Z,3
588108,FR,2023-03-29T00:00:00.000Z,4
588108,FR,2023-03-29T00:00:00.000Z,5
588108,JP,2023-03-17T00:00:00.000Z,4
588108,KR,2022-07-19T00:00:00.000Z,1
588108,KR,2022-07-27T00:00:00.000Z,3
588108,KR,2022-11-16T00:00:00.000Z,3
588108,KR,2022-12-02T00:00:00.000Z,4
588108,KR,2022-08-29T00:00:00.000Z,4
588108,PL,2022-10-23T00:00:00.000Z,4
588108,TW,2022-08-19T00:00:00.000Z,3
806128,AE,2023-06-09T00:00:00.000Z,1
806128,ES,2023-01-12T00:00:00.000Z,3
806128,IT,2023-04-24T00:00:00.000Z,1
806128,KR,2022-11-10T00:00:00.000Z,1
806128,KR,2022-11-23T00:00:00.000Z,3
806128,RU,2023-04-13T00:00:00.000Z,3
806128,SG,2023-01-12T00:00:00.000Z,3
806128,TW,2022-12-09T00:00:00.000Z,3
1038198,CA,2022-11-30T00:00:00.000Z,3
1038198,DE,2022-11-30T00:00:00.000Z,3
1038198,GB,2022-11-30T00:00:00.000Z,3
1038198,GR,2022-11-30T00:00:00.000Z,2
1038198,JP,2022-12-06T00:00:00.000Z,4
1038198,KR,2022-11-30T00:00:00.000Z,3
717090,HK,2022-12-01T00:00:00.000Z,3
717090,KR,2022-11-30T00:00:00.000Z,3
717090,SG,2022-12-22T00:00:00.000Z,3
717090,TW,2022-12-02T00:00:00.000Z,3
877260,GB,2022-11-10T00:00:00.000Z,3
877260,GB,2023-07-17T00:00:00.000Z,4
877260,GR,2023-05-08T00:00:00.000Z,3
877260,ID,2022-10-20T00:00:00.000Z,3
877260,JP,2022-11-11T00:00:00.000Z,3
877260,KR,2021-10-07T00:00:00.000Z,1
877260,KR,2022-07-13T00:00:00.000Z,3
877260,TH,2022-08-18T00:00:00.000Z,3
877260,VN,2022-08-19T00:00:00.000Z,3
938008,DE,2022-11-18T00:00:00.000Z,4
938008,DE,2022-11-25T00:00:00.000Z,5
938008,FR,2023-02-23T00:00:00.000Z,4
938008,GB,2023-03-27T00:00:00.000Z,4
938008,GB,2023-04-17T00:00:00.000Z,5
938008,IT,2022-04-23T00:00:00.000Z,1
938008,JP,2023-05-26T00:00:00.000Z,3
938008,KR,2022-07-13T00:00:00.000Z,3
938008,NL,2023-02-23T00:00:00.000Z,4
938008,RU,2022-08-18T00:00:00.000Z,4
938008,US,2022-07-19T00:00:00.000Z,1
938008,US,2022-06-20T00:00:00.000Z,1
602295,DE,2021-10-17T00:00:00.000Z,2
602295,ES,2020-10-17T00:00:00.000Z,1
602295,FR,2022-11-17T00:00:00.000Z,5
602295,GB,2021-12-10T00:00:00.000Z,3
602295,KR,2021-11-24T00:00:00.000Z,3
602295,RU,2022-01-17T00:00:00.000Z,4
602295,SG,2021-11-25T00:00:00.000Z,3
602295,TW,2021-12-03T00:00:00.000Z,3
602295,US,2022-04-12T00:00:00.000Z,4
602295,US,2022-03-18T00:00:00.000Z,4
602295,US,2021-08-22T00:00:00.000Z,5
602295,US,2022-04-12T00:00:00.000Z,5
491584,BR,2018-10-26T00:00:00.000Z,1
491584,BR,2018-11-05T00:00:00.000Z,1
491584,BR,2018-11-15T00:00:00.000Z,3
491584,CH,2018-08-29T00:00:00.000Z,4
491584,DE,2019-06-06T00:00:00.000Z,3
491584,DK,2018-12-25T00:00:00.000Z,3
491584,ES,2018-10-19T00:00:00.000Z,3
491584,FR,2018-05-16T00:00:00.000Z,1
491584,FR,2018-08-29T00:00:00.000Z,3
491584,GR,2019-01-10T00:00:00.000Z,3
491584,GR,2019-04-19T00:00:00.000Z,5
491584,HU,2018-09-16T00:00:00.000Z,4
491584,IE,2018-11-13T00:00:00.000Z,4
491584,IL,2018-10-18T00:00:00.000Z,3
491584,IT,2019-09-19T00:00:00.000Z,3
491584,JP,2018-12-29T00:00:00.000Z,4
491584,KR,2018-05-14T00:00:00.000Z,1
491584,KR,2018-05-17T00:00:00.000Z,3
491584,NL,2018-10-11T00:00:00.000Z,3
491584,NL,2019-02-12T00:00:00.000Z,5
491584,PT,2019-05-16T00:00:00.000Z,3
491584,RU,2018-07-05T00:00:00.000Z,3
491584,SE,2019-01-18T00:00:00.000Z,3
491584,TR,2018-10-09T00:00:00.000Z,1
491584,TR,2019-01-11T00:00:00.000Z,3
491584,US,2018-09-21T00:00:00.000Z,1
491584,US,2018-11-09T00:00:00.000Z,2
491584,US,2019-01-07T00:00:00.000Z,4
491584,US,2019-03-05T00:00:00.000Z,5
821661,KR,2021-12-29T00:00:00.000Z,3
821661,KR,2021-12-29T00:00:00.000Z,4
882580,KR,2022-12-07T00:00:00.000Z,3
882580,TW,2022-12-09T00:00:00.000Z,3
962489,DE,2023-06-15T00:00:00.000Z,4
962489,DE,2023-06-23T00:00:00.000Z,5
962489,IT,2023-04-23T00:00:00.000Z,1
962489,KR,2022-11-16T00:00:00.000Z,3
962489,TW,2022-12-23T00:00:00.000Z,3
610321,KR,2022-01-05T00:00:00.000Z,3
610321,SG,2022-01-06T00:00:00.000Z,3
610321,US,2022-06-07T00:00:00.000Z,4
616670,HK,2022-10-20T00:00:00.000Z,3
616670,KR,2022-09-13T00:00:00.000Z,1
616670,KR,2022-09-28T00:00:00.000Z,3
616670,SG,2022-11-03T00:00:00.000Z,3
718289,KR,2022-08-31T00:00:00.000Z,3
731684,KR,2022-04-22T00:00:00.000Z,3
731684,RU,2022-09-19T00:00:00.000Z,4
731684,TH,2022-11-17T00:00:00.000Z,3
731684,TW,2022-05-13T00:00:00.000Z,3
795276,KR,2022-09-28T00:00:00.000Z,3
628802,DE,2022-10-22T00:00:00.000Z,2
628802,KR,2022-03-09T00:00:00.000Z,4
628802,TW,2022-03-18T00:00:00.000Z,3
630217,KR,2022-04-06T00:00:00.000Z,3
626129,CL,2024-09-26T00:00:00.000Z,3
626129,DE,2022-08-19T00:00:00.000Z,4
626129,DE,2022-08-26T00:00:00.000Z,5
626129,KR,2022-04-20T00:00:00.000Z,3
626129,MX,2024-08-22T00:00:00.000Z,3
626129,TH,2022-06-16T00:00:00.000Z,3
626129,US,2022-12-20T00:00:00.000Z,4
573787,HK,2022-10-29T00:00:00.000Z,1
573787,JP,2022-08-12T00:00:00.000Z,4
573787,KR,2022-01-26T00:00:00.000Z,3
573787,TW,2022-12-02T00:00:00.000Z,3
958937,FI,2024-03-16T00:00:00.000Z,1
958937,GB,2023-09-19T00:00:00.000Z,1
958937,HK,2022-11-04T00:00:00.000Z,1
958937,HK,2023-02-09T00:00:00.000Z,3
958937,IL,2024-07-25T00:00:00.000Z,3
958937,KR,2022-10-07T00:00:00.000Z,1
958937,KR,2023-11-29T00:00:00.000Z,3
958937,LA,2023-02-02T00:00:00.000Z,3
958937,PH,2022-11-21T00:00:00.000Z,1
958937,PH,2023-03-15T00:00:00.000Z,3
958937,RU,2024-01-04T00:00:00.000Z,3
958937,SG,2022-10-27T00:00:00.000Z,3
958937,TH,2023-02-02T00:00:00.000Z,3
958937,TW,2022-12-23T00:00:00.000Z,3
958937,VN,2023-02-03T00:00:00.000Z,3
743814,KR,2022-02-14T00:00:00.000Z,1
743814,KR,2022-02-23T00:00:00.000Z,3
817557,KR,2022-10-05T00:00:00.000Z,3
581390,JP,2021-11-19T00:00:00.000Z,4
581390,KR,2021-03-18T00:00:00.000Z,1
581390,KR,2021-03-31T00:00:00.000Z,3
581390,TW,2022-03-11T00:00:00.000Z,3
840528,KR,2021-07-09T00:00:00.000Z,1
840528,US,2023-11-21T00:00:00.000Z,4
795797,AT,2021-10-26T00:00:00.000Z,4
795797,BR,2022-09-01T00:00:00.000Z,3
795797,CN,2021-06-13T00:00:00.000Z,1
795797,CZ,2021-08-20T00:00:00.000Z,1
795797,DE,2021-03-01T00:00:00.000Z,4
795797,ES,2022-03-11T00:00:00.000Z,3
795797,FR,2022-02-02T00:00:00.000Z,3
795797,FR,2022-05-03T00:00:00.000Z,5
795797,KR,2021-05-27T00:00:00.000Z,3
795797,TW,2021-12-24T00:00:00.000Z,3
795797,US,2021-10-03T00:00:00.000Z,1
817480,KR,2021-10-07T00:00:00.000Z,3
589713,KR,2019-05-04T00:00:00.000Z,1
589713,KR,2021-03-31T00:00:00.000Z,3
820517,ES,2022-07-15T00:00:00.000Z,3
820517,FR,2021-07-15T00:00:00.000Z,1
820517,FR,2022-09-21T00:00:00.000Z,3
820517,FR,2023-02-02T00:00:00.000Z,4
820517,FR,2023-02-07T00:00:00.000Z,5
820517,GB,2022-09-23T00:00:00.000Z,3
820517,HK,2021-11-04T00:00:00.000Z,1
820517,ID,2021-11-29T00:00:00.000Z,1
820517,KR,2021-10-07T00:00:00.000Z,1
820517,KR,2021-10-21T00:00:00.000Z,3
820517,US,2022-05-06T00:00:00.000Z,2
928713,DE,2022-02-16T00:00:00.000Z,1
928713,DE,2022-11-10T00:00:00.000Z,3
928713,ES,2022-12-28T00:00:00.000Z,3
928713,FR,2022-06-25T00:00:00.000Z,2
928713,FR,2023-02-15T00:00:00.000Z,3
928713,FR,2023-06-07T00:00:00.000Z,5
928713,GR,2022-12-29T00:00:00.000Z,2
928713,ID,2022-11-29T00:00:00.000Z,1
928713,JP,2023-06-30T00:00:00.000Z,3
928713,KR,2022-04-21T00:00:00.000Z,3
928713,PT,2023-09-14T00:00:00.000Z,3
928713,US,2022-10-07T00:00:00.000Z,1
928713,US,2022-10-28T00:00:00.000Z,2
743475,KR,2020-10-25T00:00:00.000Z,1
743475,KR,2021-10-21T00:00:00.000Z,3
934207,AU,2022-08-06T00:00:00.000Z,1
934207,AU,2022-11-03T00:00:00.000Z,3
934207,AU,2023-01-16T00:00:00.000Z,5
934207,CH,2022-07-01T00:00:00.000Z,4
934207,DE,2023-02-23T00:00:00.000Z,5
934207,DK,2022-11-09T00:00:00.000Z,1
934207,DK,2022-11-09T00:00:00.000Z,3
934207,ES,2023-02-23T00:00:00.000Z,3
934207,FR,2022-11-14T00:00:00.000Z,4
934207,FR,2023-03-08T00:00:00.000Z,5
934207,GB,2022-09-29T00:00:00.000Z,4
934207,KR,2022-07-08T00:00:00.000Z,1
934207,TW,2022-12-16T00:00:00.000Z,3
934207,UA,2023-08-17T00:00:00.000Z,3
934207,US,2022-03-11T00:00:00.000Z,1
934207,US,2022-09-29T00:00:00.000Z,4
889507,AU,2021-11-11T00:00:00.000Z,1
889507,TW,2021-11-14T00:00:00.000Z,1
575764,CZ,2022-12-15T00:00:00.000Z,3
575764,ES,2022-12-21T00:00:00.000Z,3
575764,FR,2021-07-15T00:00:00.000Z,1
575764,FR,2021-11-17T00:00:00.000Z,3
575764,FR,2022-02-15T00:00:00.000Z,4
575764,FR,2022-06-18T00:00:00.000Z,4
575764,FR,2022-02-15T00:00:00.000Z,5
575764,GB,2022-04-29T00:00:00.000Z,2
575764,GB,2022-04-29T00:00:00.000Z,4
575764,MA,2021-11-03T00:00:00.000Z,3
575764,SK,2022-12-15T00:00:00.000Z,3
575764,TW,2024-09-01T00:00:00.000Z,4
575764,US,2022-09-16T00:00:00.000Z,2
681260,AU,2021-01-07T00:00:00.000Z,3
681260,AU,2021-04-01T00:00:00.000Z,4
681260,BR,2021-09-02T00:00:00.000Z,3
681260,DE,2021-01-28T00:00:00.000Z,3
681260,DK,2021-06-26T00:00:00.000Z,3
681260,ES,2021-05-28T00:00:00.000Z,3
681260,FI,2021-08-06T00:00:00.000Z,3
681260,FR,2021-08-04T00:00:00.000Z,4
681260,FR,2021-11-01T00:00:00.000Z,4
681260,FR,2021-10-20T00:00:00.000Z,5
681260,GB,2021-05-17T00:00:00.000Z,3
681260,GR,2024-02-08T00:00:00.000Z,3
681260,KR,2023-08-24T00:00:00.000Z,3
681260,NO,2021-02-12T00:00:00.000Z,3
681260,NZ,2021-04-01T00:00:00.000Z,4
681260,RU,2021-05-06T00:00:00.000Z,3
681260,SE,2021-07-23T00:00:00.000Z,3
681260,SK,2024-09-07T00:00:00.000Z,4
681260,TR,2023-02-24T00:00:00.000Z,3
681260,UA,2021-06-24T00:00:00.000Z,3
681260,VN,2021-04-23T00:00:00.000Z,3
934957,BR,2022-03-10T00:00:00.000Z,4
934957,DE,2022-10-28T00:00:00.000Z,5
934957,GB,2022-03-21T00:00:00.000Z,4
934957,RU,2022-03-10T00:00:00.000Z,3
934957,TW,2022-05-13T00:00:00.000Z,3
934957,US,2022-03-01T00:00:00.000Z,4
955644,AU,2022-10-27T00:00:00.000Z,3
955644,CZ,2023-04-27T00:00:00.000Z,3
955644,DE,2022-05-26T00:00:00.000Z,3
955644,FR,2022-07-20T00:00:00.000Z,3
955644,GB,2022-10-21T00:00:00.000Z,3
955644,HR,2023-09-07T00:00:00.000Z,3
955644,IE,2022-10-21T00:00:00.000Z,3
955644,PL,2022-09-30T00:00:00.000Z,3
955644,RU,2022-08-18T00:00:00.000Z,3
955644,SK,2023-04-27T00:00:00.000Z,3
955644,SK,2024-06-15T00:00:00.000Z,6
955644,TW,2022-08-26T00:00:00.000Z,3
567927,CZ,2021-08-24T00:00:00.000Z,1
567927,DE,2021-07-07T00:00:00.000Z,1
567927,DE,2021-09-30T00:00:00.000Z,3
567927,TW,2022-04-08T00:00:00.000Z,1
620498,CH,2021-06-19T00:00:00.000Z,4
620498,CZ,2022-10-27T00:00:00.000Z,3
620498,DE,2021-03-02T00:00:00.000Z,1
620498,DE,2021-08-05T00:00:00.000Z,3
620498,DK,2021-08-05T00:00:00.000Z,3
620498,FI,2022-05-06T00:00:00.000Z,3
620498,FR,2023-03-31T00:00:00.000Z,4
620498,GR,2023-02-01T00:00:00.000Z,4
620498,HU,2022-02-17T00:00:00.000Z,3
620498,JP,2022-06-10T00:00:00.000Z,4
620498,NL,2021-06-03T00:00:00.000Z,1
620498,NL,2021-09-16T00:00:00.000Z,1
620498,NL,2022-05-12T00:00:00.000Z,3
620498,NO,2021-08-05T00:00:00.000Z,2
620498,SE,2022-01-28T00:00:00.000Z,1
620498,SE,2022-05-13T00:00:00.000Z,3
620498,US,2021-10-23T00:00:00.000Z,1
620498,US,2022-03-04T00:00:00.000Z,3
620498,US,2022-02-11T00:00:00.000Z,3
795813,AT,2021-09-23T00:00:00.000Z,4
795813,AT,2021-09-23T00:00:00.000Z,5
795813,AU,2022-02-16T00:00:00.000Z,5
795813,BR,2021-12-23T00:00:00.000Z,3
795813,CZ,2021-10-28T00:00:00.000Z,3
795813,DE,2021-03-03T00:00:00.000Z,1
795813,DE,2021-09-04T00:00:00.000Z,1
795813,DE,2021-07-01T00:00:00.000Z,3
795813,DE,2021-09-23T00:00:00.000Z,4
795813,DE,2021-09-23T00:00:00.000Z,5
795813,DE,2021-12-22T00:00:00.000Z,6
795813,FI,2021-07-01T00:00:00.000Z,2
795813,FR,2022-06-29T00:00:00.000Z,3
795813,FR,2022-10-13T00:00:00.000Z,4
795813,FR,2023-04-16T00:00:00.000Z,4
795813,FR,2022-12-06T00:00:00.000Z,5
795813,GB,2021-08-13T00:00:00.000Z,2
795813,GB,2021-08-13T00:00:00.000Z,4
795813,GR,2023-03-23T00:00:00.000Z,3
795813,HK,2022-07-28T00:00:00.000Z,3
