MovieId,Publisher_name,PublisherId
22117,FIREBIRD PRODUCTION LIMITED,206
27873,FIXAFILM,210
22879,FLAMING DEVILS LLC,211
13268,FONDAZIONE CINETECA DI BOLOGNA,213
3033,FORTISSIMO AMSTERDAM B.V,214
20741,FORTUNE STAR MEDIA LIMITED,215
20697,FORTUNE STAR MEDIA LIMITED,215
20763,FORTUNE STAR MEDIA LIMITED,215
20702,FORTUNE STAR MEDIA LIMITED,215
20451,FRANCE TELEVISIONS DISTRIBUTION,217
27603,FRANCE TELEVISIONS DISTRIBUTION,217
24284,FRANCE TELEVISIONS DISTRIBUTION,217
20177,FREANCE TELEVISIONS DISTRIBUTION,218
19690,FREEWAY ENTERTAINMENT KFT.,220
20528,FREEWAY ENTERTAINMENT KFT.,220
26682,FUJI CREATIVE CORPORATION,221
19788,FUJI CREATIVE CORPORATION,221
27491,FUJI CREATIVE CORPORATION,221
26122,FUJI CREATIVE CORPORATION,221
26949,FUJI CREATIVE CORPORATION,221
7310,FUNNY BALLOONS,222
24254,FUNNY BALLOONS,222
22020,FURYU CORPORATION,224
20143,FANDOM HOLDINGS LLC.,183
25827,FANDOM HOLDINGS LLC.,183
18693,FANDOM HOLDINGS LLC.,183
27178,FANTAWILD ANIMATION INC.,184
20941,FESTIMANIA PICTURES SL,185
29188,FILM,187
26515,FILM CONSTELLATION LTD.,189
25130,FILM CONSTELLATION SAS,190
26149,FILM FACTORY ENTERTAINMENT,191
25101,FILM FACTORY ENTERTAINMENT,191
23858,FILM FACTORY ENTERTAINMENT S.L.,192
24105,FILM MODE ENTERTAINMENT,195
20827,FILM REPUBLIC SALES LTD,196
28363,FILMS DE FORCE MAJEURE,198
21165,FILMS DE FORCE MAJEURE,198
26307,FILMTANK BERLIN,201
29099,FINECUT CO. LTD.,204
21045,FIRST HAND FILMS,207
24833,"FIVE STAR PRODUCTION CO.,LTD.",208
21210,FIVE STAR PRODUCTION COMPANY LIMITED,209
20740,FLYING CLOUND PRODUCTION INC.,212
20671,FORTUNE STAR MEDIA LIMITED,215
25393,FRAME OF MIND DILMS INC,216
21717,FRANCE TELEVISIONS DISTRIBUTION,217
22881,FREE STONE PRODUCTIONS CO. LTD.,219
22508,FREE STONE PRODUCTIONS CO. LTD.,219
20993,FREE STONE PRODUCTIONS CO. LTD.,219
26388,FREE STONE PRODUCTIONS CO. LTD.,219
20951,FREE STONE PRODUCTIONS CO. LTD.,219
20235,FREEWAY ENTERTAINMENT KFT.,220
24662,FREEWAY ENTERTAINMENT KFT.,220
24108,FUJI CREATIVE CORPORATION,221
22378,FUJI CREATIVE CORPORATION,221
20865,FUJI CREATIVE CORPORATION,221
28271,FUNNY FLUX CO. LTD.,223
19357,G.H.Y. CULTURE,225
24112,GAGA CORPORATION,226
27375,GAGA CORPORATION,226
23700,GAGA CORPORATION,226
21624,GAGA CORPORATION,226
22503,GAGA CORPORATION,226
28356,GAGA CORPORATION,226
21382,GAGA CORPORATION,226
21354,GAGA CORPORATION,226
20529,GAGA CORPORATION,226
29623,GAGA CORPORATION,226
28178,GAGA CORPORATION.,227
27938,GAGA CORPORSTION,228
27958,GAGA CORPORSTION,228
26656,GAUMONT,229
20485,GAUMONT S.A,230
21809,GAUMONT S.A.,231
27964,GAUMONT S.A.,231
20399,GAUMONT S.A.,231
6210,GAUMONT S.A.,231
27654,GDH 559 CO. LTD.,232
24311,GDH 559 COMPANY LIMITED,233
29063,GDH 559 COMPANY LIMITED,233
25777,GDH 559 COMPANY LIMITED,233
29610,GDH 559 COMPANY LIMITED,233
22115,GEM ENTERTAINMENT KFT.,234
29716,GEM ENTERTAINMENT KFT.,234
24189,GEM ENTERTAINMENT KFT.,234
18014,GEM ENTERTAINMENT KFT.,234
22963,GEM ENTERTAINMENT KFT.,234
20929,GEM ENTERTAINMENT KFT.,234
27813,GEM ENTERTAINMENT KFT.,234
23861,GEM ENTERTAINMENT KFT.,234
25349,GEM ENTERTAINMENT KFT.,234
27045,GEM ENTERTAINMENT KFT.,234
26842,GEM ENTERTAINMENT KFT.,234
23888,GEM ENTERTAINMENT KFT.,234
28527,GFM ANIMATION,235
28213,GFM ANIMATION,235
28176,GFM ANIMATION LIMITED,236
20693,GFM FILMS LLP,237
26368,GLADYS GLOVER,239
20265,GMM TV COMPANY LIMITED,240
24915,GMM TV COMPANY LIMITED,240
27736,GMM TV COMPANY LIMITED,240
16906,GOLDCREST FILMS INTERNATIONAL LIMITED,243
26690,GOLDEN SCENE COMPANY LIMITED,244
23385,GOLDEN SCENE COMPANY LIMITED,244
27002,GOLDEN SCENE COMPANY LIMITED,244
26804,GOODFELAS,247
24573,GOODFELLAS,248
27483,GOODFELLAS,248
29527,GOODFELLAS SAS,249
26242,GAGA CORPORATION,226
26351,GAUMONT,229
21355,GAUMONT,229
23957,GAUMONT S.A.,231
24095,GAUMONT S.A.,231
