Year,MovieId,Name,id,imdb_id,origin_country_first,runtime,budget,revenue
2022,20192,殲獄行動,811592,tt14199590,US,97,0,29439
2022,22959,貓爸爸們,896689,tt10968602,US,89,0,0
2022,21035,超級救援狗,577721,tt5629084,CA,45,0,0
2022,14586,為所應為,925,tt0097216,US,120,6500000,37300000
2022,23288,海底世界(國語版),1306218,None,CN,29,0,0
2022,23217,高原上的家屋,913820,tt10984580,BO,88,0,52793
2022,1691,地下社會,11902,tt0114787,YU,170,14000000,0
2022,18745,鬼保母,575088,tt8006374,RU,96,0,1398488
2022,20692,絕命第19排,659384,tt12036270,RU,77,0,0
2022,19136,致命最前線,579831,tt12216986,RU,130,0,0
2022,21173,逃出封鎖線,597859,tt14303882,RU,105,0,0
2022,18792,心悸效應,575072,tt10933000,RU,90,0,0
2022,22404,大尉叛逃記,818621,tt13322726,RU,125,0,0
2022,22524,獵空計畫,818415,tt15815090,RU,110,0,0
2022,20568,核爆車諾比,589761,tt10648714,RU,136,9100000,6459306
2022,5643,鏡子,1396,tt0072443,SU,106,825000,124367
2022,5666,潛行者,1398,tt0079944,SU,162,120000,0
2022,21155,月影歸途,987424,None,TW,102,0,0
2022,21221,鬼雙胞,477462,tt12390572,FI,109,2620000,492000
2022,20414,反恐行動：獨立日,655302,tt11636880,FI,115,8476000,0
2022,21380,當女孩戀愛時,683363,tt13328800,FI,100,1800000,0
2022,21163,孵魔,517302,tt12519030,FI,91,3896000,508000
2022,21706,朵貝的愛情繪本,608232,tt11007444,FI,116,4243000,0
2022,21536,不看鐵達尼號的男人,716855,tt13328824,FI,82,400000,0
2022,21528,拜金女王的性愛派對,881764,tt11871074,PL,136,0,0
2022,21888,大獲拳勝,845875,tt11369540,PL,91,0,43663
2022,21365,永遠的一天,24858,tt0156794,GR,133,0,0
2022,15103,燃燒女子的畫像,531428,tt8613070,FR,121,5740000,9923127
2022,21920,蝙狐俠：英雄覺醒,746333,tt13774454,FR,82,0,7375119
2022,19696,天才貓奴畫家,617762,tt10687506,GB,111,0,0
2022,20184,黑盒線索,663260,tt10341034,FR,130,10722240,9738741
2022,19894,鈦,630240,tt10944760,FR,108,6600000,4982335
2022,21995,正發生,793998,tt13880104,FR,100,0,171765
2022,2813,藍色情挑 經典數位修復,108,tt0108394,FR,98,0,1527572
2022,2813,藍色情挑 經典數位修復,108,tt0108394,FR,98,0,1527572
2022,22349,死噬,955569,tt19783626,FR,87,2400000,0
2022,2815,紅色情深 經典數位修復,110,tt0111495,FR,100,0,4127033
2022,2815,紅色情深 經典數位修復,110,tt0111495,FR,100,0,4127033
2022,2814,白色情迷 經典數位修復,109,tt0111507,FR,92,0,1273525
2022,2814,白色情迷 經典數位修復,109,tt0111507,FR,92,0,1273525
2022,20489,今敏：造夢魔術師,809488,tt12998510,FR,81,0,0
2022,22243,小獅子王,892527,tt14073780,BE,105,0,2551835
2022,20943,親愛的童伴,749004,tt13204490,FR,72,3100000,1024575
2022,20873,友你才精彩,757999,tt13553662,FR,92,0,3358402
2022,22183,拆彈倒數30分鐘,827887,tt11906086,FR,90,0,0
