tw_id,reference_year,tw_release_days,reference_year_amount,reference_year_tickets
24867,2023-01-01,30.0,286660,1296
20728,2023-01-01,4.0,1920,9
21021,2023-01-01,4.0,1330,6
20804,2023-01-01,4.0,1340,6
20758,2023-01-01,4.0,950,4
21032,2023-01-01,3.0,670,3
23354,2023-01-01,20.0,174409,848
25177,2023-01-01,17.0,155183,729
24497,2023-01-01,21.0,153413,711
24515,2023-01-01,21.0,98120,464
24045,2023-01-01,18.0,97454,447
23488,2023-01-01,50.0,260774,1752
20740,2023-01-01,2.0,81600,390
23566,2023-01-01,45.0,933195,4293
24138,2023-01-01,45.0,896000,3924
25168,2023-01-01,33.0,215092,1005
23963,2023-01-01,53.0,166248,980
24349,2023-01-01,23.0,128132,565
23213,2023-01-01,5.0,97840,468
24474,2023-01-01,2.0,27560,162
26377,2023-01-01,10.0,16125,72
23352,2023-01-01,16.0,92365,434
24491,2023-01-01,3.0,41020,239
23463,2023-01-01,359.0,455688450,1792431
23742,2023-01-01,203.0,252513286,967571
24529,2023-01-01,147.0,183723188,717580
25730,2023-01-01,87.0,180187978,692570
21991,2023-01-01,1.0,162330,391
21383,2023-01-01,5.0,6380,116
23662,2023-01-01,64.0,66576885,264961
24939,2023-01-01,124.0,52922781,212075
24925,2023-01-01,91.0,42284847,175629
22751,2023-01-01,12.0,249097,973
23956,2023-01-01,111.0,24273333,96407
13730,2023-01-01,3.0,75860,334
23197,2023-01-01,52.0,2009704,7938
20610,2023-01-01,2.0,48160,198
24544,2023-01-01,130.0,16179333,62865
21718,2023-01-01,110.0,60655,233
23537,2023-01-01,81.0,15052564,62938
23365,2023-01-01,62.0,7072277,27373
23836,2023-01-01,98.0,14283171,57005
16264,2023-01-01,2.0,5335,25
23148,2023-01-01,45.0,806096,3256
22194,2023-01-01,12.0,9440,79
24969,2023-01-01,57.0,9819440,33840
16420,2023-01-01,1.0,19640,83
23473,2023-01-01,68.0,9480164,26587
14011,2023-01-01,2.0,288544,1409
14811,2023-01-01,1.0,6820,31
22878,2023-01-01,33.0,117844,391
26383,2023-01-01,17.0,7584023,26139
22962,2023-01-01,8.0,17779,75
22380,2023-01-01,12.0,15502,238
24431,2023-01-01,48.0,6057416,22149
25895,2023-01-01,18.0,5882489,22576
23783,2023-01-01,56.0,4798895,19470
23353,2023-01-01,234.0,4769583,19134
25400,2023-01-01,86.0,4577705,16847
26122,2023-01-01,51.0,3941026,15445
24914,2023-01-01,62.0,3874984,15581
23115,2023-01-01,34.0,1162887,4147
25350,2023-01-01,83.0,3634514,13643
24087,2023-01-01,71.0,3436014,13216
25776,2023-01-01,41.0,3401708,13792
24781,2023-01-01,34.0,3126265,12002
23638,2023-01-01,42.0,2878719,11514
23948,2023-01-01,51.0,2757677,10975
23637,2023-01-01,42.0,2725083,10871
8693,2023-01-01,23.0,161957,672
18297,2023-01-01,1.0,11100,51
24118,2023-01-01,113.0,2277406,9164
24575,2023-01-01,54.0,2254493,8632
25324,2023-01-01,42.0,2207010,8875
26242,2023-01-01,25.0,2009659,7998
24335,2023-01-01,64.0,1969703,6803
17242,2023-01-01,1.0,14000,80
23923,2023-01-01,46.0,1920757,7028
25398,2023-01-01,43.0,1902501,7707
25105,2023-01-01,27.0,1824350,7501
25341,2023-01-01,28.0,1775419,4688
25304,2023-01-01,36.0,1708254,4498
23363,2023-01-01,45.0,1373000,5649
24096,2023-01-01,35.0,1645554,5955
25815,2023-01-01,35.0,1611196,6521
25029,2023-01-01,40.0,1608220,6540
21941,2023-01-01,2.0,53550,223
23935,2023-01-01,32.0,1444853,6125
21790,2023-01-01,1.0,1150,4
23249,2023-01-01,15.0,117892,488
25934,2023-01-01,29.0,1289218,5014
24308,2023-01-01,48.0,1265709,5258
23663,2023-01-01,52.0,1263047,5270
23962,2023-01-01,28.0,1244191,4987
25412,2023-01-01,58.0,1220773,5125
22408,2023-01-01,1.0,1150,4
18319,2023-01-01,22.0,74910,309
22167,2023-01-01,1.0,1150,4
24372,2023-01-01,43.0,1081911,4505
24317,2023-01-01,41.0,1029700,4498
24033,2023-01-01,27.0,1016017,4501
19242,2023-01-01,1.0,6820,31
22511,2023-01-01,2.0,575,3
25117,2023-01-01,24.0,848428,3698
23384,2023-01-01,24.0,513765,2124
25245,2023-01-01,31.0,789188,3171
25267,2023-01-01,28.0,748402,3205
23341,2023-01-01,36.0,702568,3193
20374,2023-01-01,22.0,82080,340
25761,2023-01-01,21.0,660352,2687
24089,2023-01-01,29.0,658101,2597
25072,2023-01-01,25.0,654363,2788
24835,2023-01-01,33.0,652290,2914
23401,2023-01-01,32.0,382620,1602
24715,2023-01-01,21.0,608772,2480
26313,2023-01-01,10.0,602588,2586
21992,2023-01-01,3.0,599405,1751
26454,2023-01-01,10.0,594479,2440
20047,2023-01-01,1.0,9600,48
26478,2023-01-01,6.0,563229,2400
24341,2023-01-01,29.0,561503,2421
24212,2023-01-01,19.0,543802,2333
26253,2023-01-01,21.0,536607,2089
24913,2023-01-01,37.0,519200,2267
25320,2023-01-01,77.0,491000,2179
21929,2023-01-01,14.0,10274,87
23041,2023-01-01,10.0,62720,294
23040,2023-01-01,11.0,49670,237
24112,2023-01-01,63.0,451060,2196
24789,2023-01-01,14.0,440076,1814
18705,2023-01-01,14.0,93480,410
25039,2023-01-01,46.0,434759,1949
8749,2023-01-01,14.0,33800,145
22801,2023-01-01,1.0,1840,8
26227,2023-01-01,24.0,416240,1796
24050,2023-01-01,19.0,407801,1728
26226,2023-01-01,24.0,401824,1734
24086,2023-01-01,37.0,398633,1651
23224,2023-01-01,27.0,388633,1831
23438,2023-01-01,42.0,384313,1709
23603,2023-01-01,49.0,380622,1710
8878,2023-01-01,4.0,17280,76
24468,2023-01-01,21.0,370832,1557
23700,2023-01-01,25.0,369397,1543
25079,2023-01-01,24.0,368106,1481
25106,2023-01-01,18.0,365601,1434
18637,2023-01-01,1.0,6820,31
26139,2023-01-01,12.0,308660,1238
26279,2023-01-01,31.0,296445,1304
8747,2023-01-01,4.0,17210,77
25317,2023-01-01,19.0,292278,1332
24972,2023-01-01,14.0,275068,1080
8873,2023-01-01,4.0,10680,47
26398,2023-01-01,10.0,264166,1113
24954,2023-01-01,23.0,256868,1148
25078,2023-01-01,14.0,251921,983
25632,2023-01-01,28.0,251270,1111
23416,2023-01-01,31.0,194612,867
23192,2023-01-01,8.0,39465,167
25131,2023-01-01,22.0,247388,1141
25059,2023-01-01,28.0,247115,1118
25023,2023-01-01,14.0,235727,899
26515,2023-01-01,1.0,226500,379
23826,2023-01-01,24.0,220194,988
25043,2023-01-01,13.0,218546,859
24728,2023-01-01,15.0,216424,976
25129,2023-01-01,26.0,214263,958
23492,2023-01-01,21.0,213260,865
25127,2023-01-01,21.0,193946,780
25062,2023-01-01,14.0,186834,850
25071,2023-01-01,23.0,180715,812
23114,2023-01-01,2.0,61530,114
24753,2023-01-01,35.0,175752,806
23264,2023-01-01,10.0,31935,146
24109,2023-01-01,23.0,171322,784
25011,2023-01-01,14.0,169777,681
24876,2023-01-01,19.0,168001,699
25041,2023-01-01,14.0,164302,727
23145,2023-01-01,17.0,155288,641
25243,2023-01-01,17.0,154119,652
23222,2023-01-01,22.0,110687,523
24514,2023-01-01,17.0,137482,637
25313,2023-01-01,19.0,136309,594
25241,2023-01-01,19.0,135554,548
23554,2023-01-01,15.0,132042,631
23602,2023-01-01,2.0,120380,208
24834,2023-01-01,14.0,115551,514
5513,2023-01-01,3.0,42120,239
23312,2023-01-01,14.0,111808,489
23235,2023-01-01,13.0,95579,441
24060,2023-01-01,16.0,93734,427
23262,2023-01-01,12.0,20700,106
24992,2023-01-01,9.0,86835,413
25176,2023-01-01,14.0,82592,344
23123,2023-01-01,8.0,78610,366
24108,2023-01-01,20.0,70347,304
24993,2023-01-01,7.0,66860,324
23639,2023-01-01,18.0,63966,308
24994,2023-01-01,11.0,62745,300
23121,2023-01-01,14.0,59851,255
25099,2023-01-01,6.0,54400,270
26193,2023-01-01,14.0,54292,220
24432,2023-01-01,12.0,51950,232
24418,2023-01-01,16.0,51831,237
26360,2023-01-01,3.0,48040,239
26359,2023-01-01,3.0,46440,231
24991,2023-01-01,5.0,45650,226
25100,2023-01-01,7.0,45595,225
14475,2023-01-01,3.0,41730,240
24755,2023-01-01,13.0,38610,165
26492,2023-01-01,1.0,38600,65
26545,2023-01-01,1.0,38300,64
26364,2023-01-01,3.0,36080,180
24200,2023-01-01,17.0,35883,166
26365,2023-01-01,3.0,35280,172
25244,2023-01-01,3.0,35000,68
24996,2023-01-01,3.0,31960,159
24995,2023-01-01,3.0,31300,154
26363,2023-01-01,3.0,29760,147
23784,2023-01-01,14.0,28852,125
24310,2023-01-01,13.0,28366,126
24480,2023-01-01,2.0,28160,160
24479,2023-01-01,2.0,27460,160
24482,2023-01-01,2.0,27410,156
24481,2023-01-01,2.0,27340,158
26366,2023-01-01,3.0,26000,127
24478,2023-01-01,2.0,23940,137
24477,2023-01-01,2.0,19980,119
26352,2023-01-01,10.0,16318,80
24999,2023-01-01,7.0,7536,34
24754,2023-01-01,1.0,6820,31
24094,2023-01-01,33.0,305966,1423
24088,2023-01-01,16.0,73260,348
23193,2023-01-01,26.0,227262,1007
18107,2023-01-01,2.0,3470,17
26121,2023-01-01,14.0,44447,218
23535,2023-01-01,172.0,363843645,1474856
23355,2023-01-01,95.0,105751942,427787
25104,2023-01-01,115.0,80854432,325936
24818,2023-01-01,125.0,70644893,286867
25590,2023-01-01,87.0,46646342,184472
25306,2023-01-01,83.0,41981342,166250
22531,2023-01-01,60.0,2379914,10774
23843,2023-01-01,126.0,39566545,169123
25116,2023-01-01,84.0,39064451,158410
23409,2023-01-01,80.0,38852363,166144
24035,2023-01-01,80.0,36238319,147587
24066,2023-01-01,111.0,32416747,129740
25994,2023-01-01,63.0,26035569,104690
23506,2023-01-01,87.0,24082922,102185
25586,2023-01-01,71.0,18574182,74828
24014,2023-01-01,98.0,17328145,73320
24663,2023-01-01,96.0,16857980,68743
14895,2023-01-01,94.0,16514987,66381
22671,2023-01-01,29.0,41594,545
22659,2023-01-01,46.0,40593,548
23671,2023-01-01,123.0,15465978,68609
23408,2023-01-01,59.0,14272252,59947
25063,2023-01-01,55.0,13578533,56142
21785,2023-01-01,34.0,49524,325
25149,2023-01-01,74.0,13382251,55296
23419,2023-01-01,117.0,13204559,58152
23926,2023-01-01,51.0,12567621,53488
16901,2023-01-01,11.0,43201,194
25422,2023-01-01,26.0,11060980,44992
20921,2023-01-01,1.0,7220,33
25222,2023-01-01,85.0,8686644,35721
23394,2023-01-01,47.0,7905840,32831
26076,2023-01-01,29.0,7875245,33247
22082,2023-01-01,19.0,12225,175
24370,2023-01-01,89.0,6585723,28039
25335,2023-01-01,80.0,6050062,25392
21165,2023-01-01,34.0,502762,2100
20817,2023-01-01,5.0,7470,31
22268,2023-01-01,14.0,8970,74
21119,2023-01-01,34.0,72960,605
23831,2023-01-01,43.0,3264579,14081
23961,2023-01-01,59.0,2832792,11622
24054,2023-01-01,84.0,2824196,11909
23795,2023-01-01,59.0,2754388,13122
24023,2023-01-01,73.0,2693257,11832
25818,2023-01-01,43.0,1923931,8513
23729,2023-01-01,69.0,1892752,8183
18550,2023-01-01,31.0,1789668,7969
20176,2023-01-01,1.0,13200,60
24239,2023-01-01,44.0,1733633,6948
15447,2023-01-01,58.0,1713104,7520
20052,2023-01-01,1.0,17160,78
21174,2023-01-01,1.0,6000,30
21825,2023-01-01,14.0,5640,48
25334,2023-01-01,62.0,1309263,5799
23139,2023-01-01,38.0,860527,3698
25728,2023-01-01,43.0,1144779,4707
24009,2023-01-01,37.0,1081289,4746
18424,2023-01-01,16.0,30561,193
24053,2023-01-01,24.0,958177,4312
22673,2023-01-01,38.0,631274,2783
25103,2023-01-01,45.0,803515,3816
23611,2023-01-01,35.0,699601,2890
24257,2023-01-01,21.0,668222,2854
26220,2023-01-01,5.0,656720,2804
25312,2023-01-01,18.0,546226,2379
21373,2023-01-01,18.0,442300,1939
21200,2023-01-01,8.0,74985,330
23835,2023-01-01,14.0,422880,1852
25897,2023-01-01,17.0,413650,1879
24036,2023-01-01,25.0,399180,2699
24012,2023-01-01,23.0,359215,2448
24011,2023-01-01,25.0,351720,2399
22475,2023-01-01,4.0,79540,327
24013,2023-01-01,22.0,343195,2348
24044,2023-01-01,25.0,342820,2344
24059,2023-01-01,26.0,337620,2119
21839,2023-01-01,23.0,335766,1499
21690,2023-01-01,81.0,31270,196
22710,2023-01-01,1.0,32560,140
13900,2023-01-01,10.0,132740,573
21171,2023-01-01,2.0,10220,40
25737,2023-01-01,15.0,119020,541
24214,2023-01-01,2.0,78430,341
23934,2023-01-01,2.0,64900,295
25587,2023-01-01,2.0,37600,140
24752,2023-01-01,1.0,30000,129
12236,2023-01-01,1.0,2340,11
15876,2023-01-01,1.0,19800,90
22615,2023-01-01,2.0,14145,96
22613,2023-01-01,2.0,13350,90
22687,2023-01-01,2.0,10875,74
22614,2023-01-01,2.0,9385,64
26511,2023-01-01,2.0,5645,28
12575,2023-01-01,1.0,2150,10
20319,2023-01-01,2.0,4104,14
24277,2023-01-01,29.0,839385,3515
23465,2023-01-01,44.0,416781,1798
25213,2023-01-01,21.0,173425,642
25415,2023-01-01,23.0,164691,684
24240,2023-01-01,4.0,156730,691
26428,2023-01-01,17.0,139758,606
24221,2023-01-01,40.0,138288,850
24132,2023-01-01,9.0,10100,44
16189,2023-01-01,1.0,920,7
11237,2023-01-01,1.0,37420,146
16612,2023-01-01,2.0,38920,162
23886,2023-01-01,48.0,252068,1455
26314,2023-01-01,3.0,101716,454
29157,2024-01-01,15.0,150663,730
26856,2024-01-01,122.0,112241985,430468
19169,2024-01-01,8.0,1530,7
27237,2024-01-01,63.0,40263276,158538
28309,2024-01-01,40.0,33420810,53874
28784,2024-01-01,77.0,28451179,109512
27809,2024-01-01,104.0,16869399,68083
28112,2024-01-01,12.0,16542684,27032
28010,2024-01-01,48.0,12439948,49589
28349,2024-01-01,50.0,11942363,47924
28533,2024-01-01,8.0,8441235,15784
28477,2024-01-01,28.0,8413333,17967
26037,2024-01-01,9.0,6106,25
27053,2024-01-01,42.0,7408853,29806
26405,2024-01-01,53.0,778622,3150
28164,2024-01-01,43.0,6383731,25206
25179,2024-01-01,10.0,551970,1072
26696,2024-01-01,44.0,5505827,22391
20981,2024-01-01,7.0,2057425,3443
28929,2024-01-01,49.0,5012564,20987
27048,2024-01-01,16.0,3716680,6487
28479,2024-01-01,27.0,3529376,13696
27722,2024-01-01,21.0,3281820,13630
29439,2024-01-01,26.0,2931230,11094
29715,2024-01-01,5.0,2930490,6011
27606,2024-01-01,42.0,2765555,11207
27933,2024-01-01,28.0,2754000,11252
29406,2024-01-01,40.0,2734786,5891
26381,2024-01-01,25.0,170805,666
23796,2024-01-01,5.0,640,3
27222,2024-01-01,35.0,2514659,10124
29470,2024-01-01,28.0,2484470,10121
26661,2024-01-01,36.0,2432513,9933
25736,2024-01-01,3.0,985,5
29501,2024-01-01,30.0,2345325,4856
27236,2024-01-01,6.0,2283245,3853
29553,2024-01-01,15.0,2279574,4170
25588,2024-01-01,21.0,15840,88
29630,2024-01-01,19.0,2009629,8009
26562,2024-01-01,36.0,1942902,7943
28880,2024-01-01,3.0,1893170,3566
26260,2024-01-01,6.0,5015,20
29608,2024-01-01,6.0,1769870,2895
26353,2024-01-01,18.0,13535,56
14880,2024-01-01,1.0,0,0
24206,2024-01-01,5.0,10665,49
29235,2024-01-01,49.0,1509140,6016
19640,2024-01-01,1.0,560,2
27534,2024-01-01,41.0,1473829,5851
26786,2024-01-01,27.0,1467522,3077
28506,2024-01-01,19.0,1445399,5669
27876,2024-01-01,22.0,1302026,5486
26596,2024-01-01,27.0,1282539,5005
26776,2024-01-01,29.0,980493,4071
28918,2024-01-01,5.0,894535,1523
28490,2024-01-01,21.0,866719,3549
28047,2024-01-01,23.0,830905,3344
29099,2024-01-01,26.0,820847,3355
26950,2024-01-01,21.0,814643,3400
28384,2024-01-01,24.0,811860,1596
28638,2024-01-01,27.0,658671,2600
26496,2024-01-01,40.0,309775,1313
29007,2024-01-01,33.0,642920,2746
29249,2024-01-01,29.0,539463,2218
28760,2024-01-01,12.0,529989,2121
28475,2024-01-01,29.0,511992,2267
28086,2024-01-01,21.0,493071,2041
27417,2024-01-01,22.0,401982,1814
28271,2024-01-01,27.0,381382,1469
19243,2024-01-01,2.0,1540,9
26911,2024-01-01,19.0,257728,1037
28270,2024-01-01,27.0,192267,762
26509,2024-01-01,21.0,171443,670
26806,2024-01-01,30.0,165814,720
27763,2024-01-01,21.0,160649,716
29371,2024-01-01,18.0,118614,525
29656,2024-01-01,5.0,45715,94
26618,2024-01-01,15.0,27480,127
29085,2024-01-01,17.0,92664,385
27070,2024-01-01,28.0,5098398,21493
26127,2024-01-01,7.0,20355,91
25771,2024-01-01,154.0,10144183,41101
28000,2024-01-01,35.0,1123759,4640
18110,2024-01-01,4.0,1700,7
26705,2024-01-01,64.0,557794,2664
27821,2024-01-01,61.0,542487,2687
27833,2024-01-01,32.0,471261,2010
25861,2024-01-01,42.0,388043,1759
26477,2024-01-01,66.0,364893,1714
26571,2024-01-01,36.0,347769,1524
28526,2024-01-01,27.0,347519,1460
25631,2024-01-01,15.0,9260,74
23290,2024-01-01,4.0,0,0
26307,2024-01-01,23.0,121400,509
17414,2024-01-01,1.0,0,0
26427,2024-01-01,16.0,58269,273
27553,2024-01-01,1.0,13800,80
26956,2024-01-01,20.0,113817,527
28987,2024-01-01,14.0,85801,341
27552,2024-01-01,3.0,35290,215
27554,2024-01-01,2.0,27670,160
28456,2024-01-01,25.0,251719,1134
27233,2024-01-01,24.0,153850,701
29617,2024-01-01,3.0,28260,139
24351,2024-01-01,5.0,1410,5
26917,2024-01-01,51.0,577932,2797
24638,2024-01-01,1.0,570,3
27360,2024-01-01,37.0,451113,2023
27229,2024-01-01,40.0,392099,1799
28179,2024-01-01,29.0,370868,1732
27511,2024-01-01,42.0,308241,1466
28212,2024-01-01,28.0,306719,1386
26619,2024-01-01,24.0,304485,1418
25397,2024-01-01,1.0,18480,77
26730,2024-01-01,17.0,132700,575
26873,2024-01-01,21.0,98810,429
27548,2024-01-01,3.0,34030,203
26756,2024-01-01,28.0,583323,2390
26481,2024-01-01,18.0,9894,41
28674,2024-01-01,4.0,34930,176
28158,2024-01-01,38.0,177672,827
28302,2024-01-01,56.0,2637841,10929
28219,2024-01-01,96.0,2224643,9386
27047,2024-01-01,57.0,1181873,5444
23721,2024-01-01,4.0,0,0
23888,2024-01-01,1.0,11135,47
29155,2024-01-01,5.0,102280,462
29084,2024-01-01,15.0,37756,160
26803,2024-01-01,14.0,97336,440
27549,2024-01-01,3.0,16420,109
28829,2024-01-01,17.0,88603,383
28461,2024-01-01,50.0,10601784,41635
26817,2024-01-01,34.0,7582114,29905
27768,2024-01-01,44.0,7092408,28694
27030,2024-01-01,37.0,6773424,26925
27836,2024-01-01,43.0,5008699,20277
29718,2024-01-01,5.0,2538547,10147
29086,2024-01-01,14.0,215586,856
27989,2024-01-01,1.0,20230,106
25081,2024-01-01,1.0,22205,117
29011,2024-01-01,38.0,615969,2819
26140,2024-01-01,80.0,13824056,54437
25182,2024-01-01,42.0,109785,953
25990,2024-01-01,24.0,44140,214
26543,2024-01-01,109.0,24867620,96334
27654,2024-01-01,134.0,15423337,62345
29096,2024-01-01,62.0,13334188,51803
28569,2024-01-01,42.0,5793281,22585
28280,2024-01-01,64.0,5312751,20181
27521,2024-01-01,38.0,5279949,21162
26441,2024-01-01,32.0,1206477,5084
20265,2024-01-01,1.0,19800,90
27372,2024-01-01,35.0,2713192,10962
26990,2024-01-01,28.0,2681889,10431
28279,2024-01-01,30.0,2078675,8099
27784,2024-01-01,19.0,1662576,6638
29717,2024-01-01,5.0,1565411,6351
29428,2024-01-01,37.0,1563157,6016
26631,2024-01-01,64.0,1444516,6068
28301,2024-01-01,64.0,1240051,5044
28647,2024-01-01,28.0,1064248,4287
26647,2024-01-01,26.0,995634,4055
29610,2024-01-01,19.0,967784,3960
28269,2024-01-01,20.0,948310,3746
27736,2024-01-01,26.0,763048,3175
29063,2024-01-01,29.0,676051,2693
26501,2024-01-01,19.0,317416,1362
18137,2024-01-01,9.0,3060,14
28508,2024-01-01,28.0,458841,1804
20314,2024-01-01,4.0,33090,149
27108,2024-01-01,25.0,281395,1131
28485,2024-01-01,21.0,197219,729
25777,2024-01-01,28.0,70556,315
26752,2024-01-01,14.0,106497,433
20365,2024-01-01,1.0,9370,40
18053,2024-01-01,1.0,4160,26
28082,2024-01-01,34.0,241739,1208
27645,2024-01-01,21.0,169483,743
27550,2024-01-01,3.0,20900,132
27383,2024-01-01,142.0,48412719,187503
26471,2024-01-01,60.0,26153402,102202
26510,2024-01-01,137.0,33203870,133990
29190,2024-01-01,56.0,18415165,71900
29429,2024-01-01,39.0,16382112,63132
26612,2024-01-01,94.0,12547039,51785
29635,2024-01-01,10.0,9800171,39468
27822,2024-01-01,84.0,7290989,29497
27002,2024-01-01,44.0,4436704,17777
21732,2024-01-01,28.0,341700,1450
20716,2024-01-01,3.0,80525,336
26033,2024-01-01,88.0,508443,2196
18149,2024-01-01,2.0,41975,177
26743,2024-01-01,36.0,2078602,8216
23519,2024-01-01,37.0,1675709,6594
29012,2024-01-01,35.0,1613444,6491
28167,2024-01-01,24.0,1514225,5939
23635,2024-01-01,1.0,0,0
16139,2024-01-01,2.0,33765,147
22420,2024-01-01,2.0,0,0
26919,2024-01-01,46.0,982652,3701
28509,2024-01-01,49.0,965873,4103
17126,2024-01-01,2.0,17940,85
26077,2024-01-01,42.0,42455,506
19986,2024-01-01,2.0,345,2
26567,2024-01-01,58.0,525736,2563
26761,2024-01-01,26.0,503861,2142
26893,2024-01-01,24.0,387930,1625
26762,2024-01-01,34.0,325716,1448
23965,2024-01-01,1.0,0,0
26690,2024-01-01,30.0,237464,977
29466,2024-01-01,19.0,173336,761
26614,2024-01-01,21.0,138684,595
26764,2024-01-01,28.0,86327,374
18620,2024-01-01,3.0,82595,335
23439,2024-01-01,1.0,390,2
29672,2024-01-01,1.0,50500,202
27484,2024-01-01,8.0,48795,231
27506,2024-01-01,14.0,21256,82
26397,2024-01-01,11.0,806,3
18456,2024-01-01,1.0,28600,130
23548,2024-01-01,2.0,59505,247
26779,2024-01-01,57.0,3187111,12622
27764,2024-01-01,21.0,3146532,12949
2858,2024-01-01,74.0,2488678,10081
28176,2024-01-01,50.0,2578563,10634
28213,2024-01-01,68.0,1507138,6491
27512,2024-01-01,39.0,957038,4140
27446,2024-01-01,21.0,789454,3012
27437,2024-01-01,42.0,666695,2797
27820,2024-01-01,23.0,512868,2031
27651,2024-01-01,12.0,448500,632
27813,2024-01-01,63.0,437831,2291
26804,2024-01-01,65.0,417482,1987
24717,2024-01-01,7.0,4055,15
28745,2024-01-01,34.0,366468,1518
26885,2024-01-01,35.0,348709,1484
25773,2024-01-01,8.0,210530,303
26750,2024-01-01,22.0,325502,1368
26265,2024-01-01,7.0,236160,345
26148,2024-01-01,23.0,286661,1311
27841,2024-01-01,9.0,315040,446
27998,2024-01-01,10.0,291600,413
26277,2024-01-01,7.0,219340,321
28917,2024-01-01,29.0,260047,932
27951,2024-01-01,13.0,241580,343
28108,2024-01-01,21.0,233927,1093
26320,2024-01-01,26.0,224895,1031
25894,2024-01-01,9.0,148020,224
28828,2024-01-01,15.0,165273,686
29574,2024-01-01,3.0,148250,250
24734,2024-01-01,11.0,94551,417
26932,2024-01-01,22.0,107457,492
27786,2024-01-01,10.0,64326,294
17581,2024-01-01,2.0,31910,160
26881,2024-01-01,9.0,16923,62
26882,2024-01-01,2.0,9200,33
18040,2024-01-01,3.0,7170,34
21117,2024-01-01,27.0,797635,2072
27655,2024-01-01,201.0,513568643,1925226
24868,2024-01-01,12.0,106160,281
14082,2024-01-01,7.0,699582,2004
28065,2024-01-01,146.0,301308249,1061117
23049,2024-01-01,1.0,0,0
26945,2024-01-01,162.0,246559764,883544
26768,2024-01-01,173.0,234156556,724827
24917,2024-01-01,94.0,1259835,4253
26399,2024-01-01,135.0,65537284,246122
24938,2024-01-01,15.0,89823,374
27834,2024-01-01,148.0,177607201,673652
19182,2024-01-01,9.0,2158501,5761
20810,2024-01-01,1.0,76820,334
28977,2024-01-01,70.0,124042094,447819
24499,2024-01-01,7.0,114917,425
28195,2024-01-01,119.0,105960162,357287
29376,2024-01-01,35.0,103382452,387625
26269,2024-01-01,146.0,21523820,84501
24784,2024-01-01,1.0,990,9
27384,2024-01-01,131.0,99571012,372434
26066,2024-01-01,60.0,300529,3243
27947,2024-01-01,126.0,87544478,305702
27607,2024-01-01,109.0,80694101,297157
28565,2024-01-01,76.0,78583170,274995
26218,2024-01-01,30.0,546033,1946
25279,2024-01-01,25.0,55992,689
29206,2024-01-01,49.0,59953851,217890
26581,2024-01-01,72.0,59578082,229374
24998,2024-01-01,19.0,52465,381
25278,2024-01-01,45.0,59746,560
27481,2024-01-01,107.0,54591514,192478
27870,2024-01-01,100.0,54282044,197871
28528,2024-01-01,83.0,53794767,205992
29401,2024-01-01,41.0,53420378,176557
26243,2024-01-01,164.0,53031688,200598
26318,2024-01-01,153.0,32025544,130150
29094,2024-01-01,55.0,49097081,183637
29594,2024-01-01,13.0,48611184,172459
17104,2024-01-01,27.0,38027989,99031
26968,2024-01-01,145.0,48360145,192678
25460,2024-01-01,53.0,281110,1344
28404,2024-01-01,69.0,45014156,169851
26678,2024-01-01,99.0,44762553,167158
26210,2024-01-01,73.0,653677,4533
27163,2024-01-01,99.0,40287225,148289
28393,2024-01-01,98.0,35333267,133487
25524,2024-01-01,26.0,161125,1452
26090,2024-01-01,17.0,1312850,2603
25408,2024-01-01,32.0,95082,1052
25536,2024-01-01,6.0,2620,12
28877,2024-01-01,73.0,22984537,85536
27343,2024-01-01,65.0,22573750,87538
26738,2024-01-01,106.0,21057728,79882
26338,2024-01-01,101.0,19747287,79489
25816,2024-01-01,63.0,293605,2356
27490,2024-01-01,76.0,17384263,70067
29584,2024-01-01,19.0,14461250,54377
25709,2024-01-01,11.0,4620,84
28109,2024-01-01,93.0,12573735,48890
28390,2024-01-01,76.0,12572466,45551
25892,2024-01-01,22.0,48634,554
27952,2024-01-01,64.0,11801688,44961
26759,2024-01-01,44.0,11644999,47720
28892,2024-01-01,49.0,11318711,42100
27387,2024-01-01,85.0,11187977,44140
29633,2024-01-01,5.0,10441992,39548
25429,2024-01-01,1.0,27300,130
26940,2024-01-01,83.0,10071783,41986
25933,2024-01-01,1.0,-1,-1
27045,2024-01-01,48.0,9555672,37924
25061,2024-01-01,34.0,40675,519
26513,2024-01-01,33.0,4164255,16432
26842,2024-01-01,57.0,7280331,30281
26241,2024-01-01,41.0,150036,821
27914,2024-01-01,69.0,6165449,24451
29087,2024-01-01,33.0,5427054,21766
26989,2024-01-01,87.0,5232071,20984
26565,2024-01-01,79.0,5221181,21042
26959,2024-01-01,35.0,5117637,20781
26926,2024-01-01,44.0,5035146,20710
26278,2024-01-01,6.0,1330,6
27155,2024-01-01,29.0,5014002,21348
28198,2024-01-01,33.0,5013413,20586
28403,2024-01-01,36.0,5009124,21133
24493,2024-01-01,14.0,7560,42
27153,2024-01-01,77.0,4679497,18662
27625,2024-01-01,51.0,4503067,18119
26075,2024-01-01,41.0,32005,416
27877,2024-01-01,81.0,4322466,17776
29083,2024-01-01,42.0,4108961,16113
29513,2024-01-01,33.0,3952987,15656
29526,2024-01-01,7.0,3933367,14423
25493,2024-01-01,11.0,6105,111
28197,2024-01-01,73.0,3865511,15423
27623,2024-01-01,40.0,3703245,14804
28839,2024-01-01,29.0,3693833,14151
16078,2024-01-01,41.0,1376687,5561
27173,2024-01-01,92.0,3266941,13146
