id,imdb_id,origin_country_first,runtime,budget,revenue
845781,tt14948432,US,124,250000000,185700759
762509,tt13186482,US,118,200000000,688700870
157336,tt0816692,US,169,165000000,746606706
1011985,tt21692408,US,94,80000000,548040835
1167271,tt28142896,FR,101,30000000,2826064
746036,tt1684562,US,127,125000000,181073291
698687,tt8864596,US,104,75000000,128888103
933260,tt17526714,GB,140,17500000,76506196
929590,tt17279496,GB,109,50000000,126542249
634492,tt11057302,US,117,80000000,100498764
940551,tt6495056,US,83,72000000,298776052
748783,tt5779228,US,100,60000000,254907482
539972,tt8790086,US,127,120000000,59184643
1032823,tt26753003,US,105,30000000,82677281
917496,tt2049403,US,105,100000000,451100435
1226578,tt23468450,US,101,10000000,126942386
969492,tt19864802,AU,113,18000000,7021101
1100782,tt29268110,US,127,28000000,138083280
639720,tt11152168,US,104,110000000,190309707
939243,tt18259086,US,110,122000000,472518457
967847,tt21235248,US,115,100000000,201967521
799583,tt5177120,US,120,60000000,29715044
618588,tt10720352,US,107,19000000,40829138
1114513,tt27534307,US,110,15000000,76756109
1088514,tt29439114,ES,106,0,15102319
437342,tt5672290,US,119,30000000,53992802
1072790,tt26047818,US,103,25000000,214891370
1041613,tt23137390,US,89,9000000,35340015
1125311,tt26658104,US,104,13000000,43787034
720321,tt11540468,US,93,0,0
365177,tt4978420,US,101,115000000,32978510
957452,tt1340094,US,111,50000000,24109036
1111873,tt27489557,US,109,28000000,42791449
1086747,tt26736843,US,102,30000000,51147812
956842,tt1896747,US,132,100000000,42247783
1034541,tt27911000,US,125,2000000,89947122
1138194,tt28015403,US,111,10000000,51913394
839033,tt14824600,US,134,30000000,19958572
1079091,tt10655524,US,131,25000000,350993761
974635,tt20215968,US,116,8800000,5101673
978796,tt21201300,US,92,14500000,0
937287,tt16426418,US,132,55000000,94182533
840705,tt14858658,US,102,20000000,46393906
927107,tt2016303,US,110,23900000,899683
1087822,tt26757462,US,100,20000000,2014050
508947,tt8097030,US,100,175000000,21328962
814889,tt14415204,US,101,20000000,21768945
628922,tt9663896,US,120,0,488002
1064213,tt28607951,US,139,6000000,33516549
560016,tt9214772,US,121,10000000,35271631
840430,tt14849194,US,133,13000000,42513270
882059,tt13923084,US,110,18000000,3139717
1064028,tt24871974,US,105,4400000,262793
972614,tt20115766,US,115,963703,0
5492,tt12598606,US,90,20000000,0
944194,tt14124080,GB,96,0,0
1087388,tt20112746,AU,92,0,1090798
646683,tt11240348,US,96,22000000,12610418
802219,tt8521778,US,104,70000000,180828556
1081012,tt26545708,US,95,0,0
974250,tt20201748,US,113,0,0
76,tt0112471,US,101,2500000,5987386
80,tt0381681,US,80,2700000,15992615
975056,tt14351082,US,142,50000000,20592796
1008409,tt21454134,US,116,40000000,36110860
1020006,tt22041854,US,113,20000000,30140906
676685,tt13616980,DE,94,10000000,5514627
1026436,tt8310486,US,93,4000000,1430985
870360,tt15352542,US,91,15000000,423628
245842,tt2328678,AU,94,40500000,2200000
1162322,tt21191906,US,106,40000000,11537680
663712,tt10403420,US,138,250000,15741780
916738,tt24079736,KR,111,0,54093
1019939,tt12818328,US,108,150000,804017
1075815,tt26594061,US,113,0,630000
1165466,tt28662887,CA,89,0,251071
913673,tt14537248,US,98,3000000,5400000
420634,tt4281724,US,85,35000,421798
1000780,tt15678810,US,96,0,0
86829,tt2042568,US,104,11000000,32935319
283161,tt1640718,CA,85,0,0
470,tt0315733,US,124,20000000,60427839
398818,tt5726616,US,132,3500000,43143046
1443,tt0159097,US,97,6000000,10409377
1051896,tt22939186,US,92,0,859453
1079810,tt7738330,US,110,0,0
1246014,None,KH,95,400000,0
1219522,tt11952626,KH,88,0,0
1137196,tt27996716,BG,114,0,0
864101,tt15296186,RU,110,6042800,0
1112357,tt26448350,RU,75,0,0
958161,tt18039808,DZ,110,0,0
1211728,tt28768831,AR,76,0,0
734002,tt10651230,PL,115,7475000,10064347
1048516,tt24464438,PL,98,0,0
1017066,tt21249656,PL,119,0,2318915
12652,tt0113947,FR,106,0,0
4593,tt0068361,FR,101,800000,103230
42454,tt0072368,FR,113,0,0
3427,tt0067409,FR,112,0,0
5558,tt0071487,FR,104,0,6749
649,tt0061395,FR,101,0,0
5781,tt0075824,ES,103,0,2864
838240,tt13429870,ES,102,5300000,4656348
915935,tt17009710,FR,151,6700000,35634133
964960,tt19760052,FR,135,6500000,5970753
976576,tt20247888,FR,105,19000000,578924
960033,tt26699529,FR,114,2470000,1091821
914206,tt14407336,FR,146,8400000,760979
661935,tt12443930,FR,122,0,0
995746,tt26342863,FR,115,7000000,308326
824016,tt14549270,IT,100,18700000,420350
970398,tt14018794,FR,90,0,19870
995408,tt25969960,FR,105,0,2371953
1004555,tt26254622,FR,95,0,0
888003,tt15732890,FR,102,0,3557686
965791,tt21352380,FR,120,13000000,7004555
1216452,tt28444113,FR,103,0,0
1004840,tt16062876,FR,90,0,0
934506,tt21348598,FR,111,8200000,3452861
961082,tt26760867,FR,85,0,0
989238,tt26256216,FR,91,0,579413
1045770,tt23476446,FR,77,6700000,3829263
995808,tt21962898,BE,98,3100000,0
423,tt0253474,FR,148,35000000,120098945
970867,tt23327624,CA,72,0,0
108,tt0108394,FR,98,0,1527572
626,tt0020530,FR,16,0,0
85033,tt1550312,CA,121,0,1674801
676727,tt5822848,US,92,10000000,2037563
37335,tt0083260,FR,184,0,0
42726,tt0061138,FR,102,0,0
429191,tt5639354,CL,104,0,1880736
1024541,tt11887316,ES,105,0,2232542
1235926,tt22506854,ES,110,0,0
99,tt0185125,ES,101,8272296,67956089
997294,tt21284358,AR,169,0,716644
1276210,tt24695266,ES,89,0,0
1053600,tt21113962,ES,129,2000000,1193593
64,tt0287467,ES,112,0,64803131
219,tt0441909,ES,121,12899867,85582407
1088851,tt21223304,ES,95,0,0
267,tt0118819,FR,103,0,1535558
8088,tt0913425,ES,127,18000000,30991660
927547,tt32086077,IN,118,0,3010117
1176166,tt28763074,ID,122,1259208,3710622
1128936,tt29545351,ID,103,0,28741
1148817,tt28857853,ID,100,0,0
1264429,tt30833435,ID,86,0,0
1126128,tt27490380,KR,143,4722030,953672
987419,tt21047870,ID,112,0,0
1234591,tt31015278,DE,97,0,0
988402,tt24216998,CA,91,3000000,97578
850028,tt11687104,CA,90,4000000,121067
912520,tt22487338,CA,110,0,2349665
912480,tt22207786,CA,118,0,88902
923387,tt7636728,BE,111,0,0
989496,tt13866832,BE,102,2700000,0
989232,tt27812279,BE,89,2000000,0
1012201,tt30476486,JP,85,5000000,100255784
1221404,tt30400536,JP,106,0,21478573
1244492,tt31711040,JP,58,0,12648664
1148677,tt29402528,JP,115,0,33399912
1104844,tt28671146,JP,91,0,14291561
1146972,tt14759062,JP,125,0,36038764
904759,tt16270512,JP,104,0,0
1148588,tt30008208,JP,0,0,0
1276108,tt32253416,JP,128,0,37164152
1070507,tt27957457,JP,108,0,2305483
1223178,tt30648377,JP,108,0,8551637
1357633,tt33428606,JP,116,0,4150341
1129610,tt32561659,JP,90,0,3829407
15370,tt0347618,JP,75,0,54016370
632632,tt11802992,JP,60,0,0
47002,tt0113703,JP,117,0,0
38142,tt0983213,JP,91,5000000,548192
1120846,tt31869366,JP,108,0,6770446
357405,tt5284414,JP,120,0,0
1216623,tt31142500,JP,94,0,0
1201210,tt31235903,JP,112,0,0
1188456,tt31859966,JP,110,0,30864331
1156125,tt28490044,JP,106,0,0
198375,tt2591814,JP,45,0,820165
1044555,tt30333011,JP,0,0,0
1117609,tt28607487,JP,70,0,0
1137142,tt28090490,JP,119,0,0
1276849,tt33022220,JP,114,0,10176530
1130899,tt27671691,JP,102,0,0
1267822,tt22694908,FR,90,0,0
1211650,tt32235713,JP,119,0,0
21712,tt0452039,JP,103,0,36613
1268198,tt31987050,JP,115,0,766313
12924,tt0381348,JP,91,0,44483
1163269,tt27957454,JP,139,0,0
1231785,tt30832517,JP,109,0,0
261124,tt0126663,HK,91,0,0
1214499,tt30227076,US,103,0,0
1025301,tt22187898,JP,120,0,0
1122715,tt27679654,JP,65,0,0
1086011,tt26731970,JP,119,0,0
79707,tt1839494,JP,116,0,0
1101181,tt29486219,JP,97,0,0
1264344,None,SG,21,0,0
1019421,tt24067424,JP,134,0,0
1283793,tt34278071,JP,132,0,0
37910,tt0370754,JP,25,0,0
1273597,tt32086082,JP,0,0,0
1188019,tt28153349,JP,114,0,0
1302106,tt31557623,JP,0,0,0
1152908,None,JP,91,0,0
1140221,tt27916137,JP,140,0,0
1062910,tt27448082,JP,121,0,0
68606,tt0120120,JP,119,0,0
1229076,tt32467842,JP,76,0,0
1153325,tt31549782,JP,127,0,0
1244244,tt32828123,JP,124,0,541314
1293338,tt32352167,JP,0,0,0
1103432,tt29666664,JP,100,0,0
1212497,None,JP,80,0,0
1186850,tt29311021,FR,99,0,0
1101734,tt27412934,JP,111,0,0
1094482,tt32118941,JP,101,0,0
1276633,tt31416518,JP,119,0,0
1254532,None,JP,119,0,0
1145026,tt28803702,JP,144,0,0
81,tt0087544,JP,117,1000000,9016411
1210309,None,JP,0,0,0
921,tt0352248,US,144,88000000,108539911
1167863,tt33504293,JP,114,0,0
726657,tt11354144,JP,0,0,0
1155235,tt28433392,JP,137,0,0
1015464,tt21854424,JP,121,0,0
1255316,tt31307480,JP,128,0,0
1276242,None,JP,149,0,3652816
1265800,tt31939660,JP,108,0,0
1072742,tt32252612,JP,76,0,0
1240834,tt31307409,JP,104,0,0
1352548,None,US,10,0,0
11621,tt0104652,JP,94,0,0
1002535,tt19769320,JP,115,0,0
1333100,tt33175825,JP,145,0,11440213
969784,tt32553302,JP,101,0,0
1211716,tt32424190,JP,44,0,0
1250407,tt33034308,JP,86,0,0
68837,tt0206216,JP,112,0,0
482150,tt7089878,JP,91,0,737286
890526,tt18815700,JP,128,0,0
1078280,tt27481259,JP,110,0,0
1275240,tt32128870,JP,132,0,0
478376,tt5489950,JP,117,0,0
202885,tt1783792,JP,119,0,0
110852,tt0397317,JP,135,0,0
118785,tt0091989,JP,130,0,0
117129,tt0087545,JP,107,0,0
966238,tt19864832,MX,139,0,0
253235,tt2465146,US,94,18000000,25312387
501657,tt0189741,JP,118,0,0
1278652,None,TW,0,0,0
1126361,None,JP,119,0,0
1009087,tt23034616,JP,71,0,0
1074174,tt28355655,JP,112,0,0
1032767,tt27348922,JP,106,0,0
1009082,tt23034906,JP,75,0,0
980026,tt20561198,DK,127,8500000,2119043
1031050,tt22697846,DK,56,0,0
1085218,tt20204996,DK,110,0,0
1079202,tt17493724,DK,107,0,0
1108450,tt19623314,DK,74,0,0
1188258,tt31039829,TW,124,0,0
1006724,tt17079606,TW,105,0,0
1166073,tt30698096,TW,109,0,0
1261250,tt32991372,TW,112,0,0
926188,tt31500748,TW,84,0,0
1027588,tt32332834,TW,105,0,0
1029244,tt32079904,TW,115,0,0
1102857,tt29608585,TW,111,0,0
1270769,tt32757742,TW,97,0,0
1283068,tt32332866,TW,100,0,0
1377013,None,TW,0,0,0
1007980,tt20916374,TW,105,0,0
1078374,tt32536634,TW,102,0,0
996871,tt28813819,TW,115,0,0
1162931,tt33372518,TW,162,0,0
1084740,tt33290581,TW,107,0,0
1214266,tt31843865,HK,100,0,0
1015623,tt29306913,TW,100,0,0
937855,None,TW,91,0,0
1088709,None,TW,143,0,0
1006732,tt29271889,TW,126,0,0
11553,tt0283283,TW,119,0,0
1236428,tt31502586,TW,93,0,0
1248407,tt31807711,TW,124,0,0
1083971,tt28772179,TW,90,0,0
1395259,None,TW,0,0,0
1297616,tt32484078,TW,75,0,0
1019828,tt22171834,MY,105,0,0
1235022,tt33381781,TW,104,0,0
1318638,None,TW,80,0,0
1226599,tt33292292,TW,99,0,0
1255586,tt29494975,JP,110,0,0
1308707,None,TW,61,0,0
1085574,tt29115978,TW,139,0,0
1239035,tt32058431,TW,127,0,0
1341782,None,TW,130,0,0
1311577,None,TW,80,0,0
948184,tt28419037,US,126,400000,0
1305515,None,TW,99,0,0
1239038,None,TW,20,0,0
1233209,None,TW,101,0,0
662402,tt21994228,CI,111,0,0
25538,tt0244316,TW,174,0,0
256930,tt2247566,JP,185,0,0
1006739,None,TW,79,0,0
78450,tt0091355,TW,109,0,0
1149096,None,TW,85,0,0
1223386,None,TW,93,0,0
1401562,None,TW,70,0,0
1006664,tt11930188,FR,106,0,0
1330874,None,TW,77,0,0
1247973,tt32341501,TW,290,0,0
45996,tt0091406,TW,109,0,0
1265692,tt32079860,TW,100,0,0
78450,tt0091355,TW,109,0,0
49982,tt0096908,TW,158,0,0
940247,tt15424716,TW,109,0,0
1203439,tt30523942,TW,20,0,0
1247973,tt32341501,TW,290,0,0
949709,tt17501870,CN,115,0,41923655
950019,tt18766596,CN,107,0,0
878607,tt32186579,DE,106,0,0
783121,tt23118352,CN,128,0,0
957996,tt14071684,CN,148,0,0
1290839,None,CN,0,0,0
1108211,tt17507018,CN,122,9500000,334039200
1155257,tt20836144,CN,119,0,79775114
1181642,tt10121904,CN,91,0,0
438030,tt6533000,CN,116,0,0
1109237,tt15560314,US,111,0,0
1287986,tt32547207,BT,117,0,0
1267665,None,TW,25,0,0
1008393,tt21612768,TR,93,0,0
714650,tt14895212,KR,120,0,0
1208997,tt31597833,KR,98,0,0
1182047,tt8368368,US,120,16000000,17279457
1333099,tt9881850,AR,106,0,0
812037,tt14550346,FR,104,0,1022551
971968,tt19995770,FR,100,0,0
1164355,tt29899715,ID,123,0,0
1234593,tt30804400,NP,150,0,0
1235424,None,JP,68,0,0
1136558,tt28117942,JP,84,0,0
1216443,tt32485961,JP,106,0,0
1303162,tt27192829,JP,110,0,26253461
1279788,None,JP,90,0,0
1234779,tt33616511,FR,117,0,0
117646,tt1422119,CN,116,0,0
1241476,tt29632792,CN,118,0,0
612696,tt10097312,CN,118,0,0
103875,tt2369127,CN,98,0,0
428481,tt6244730,CN,99,0,0
