,MovieId,Rank,Region,Name,ReleaseDate,Publisher,DayCount,TheaterCount,Amount,AmountRate,Tickets,TicketRate,MarketShare,TotalDayCount,TotalAmount,TotalTickets,FirstWeekAmount,TotalWeekendAmount,Year
1564,23826,724,日本,電影版殘念生物事典,2023-03-31,ADK Emotions Inc.,24.0,23,220194,0,988,0,3.3783896994402615e-05,24,220194,988,191154,132592,2023
1565,25043,725,日本,電影哆啦A夢 - 新‧大雄與鐵人兵團,2023-09-15,Animation International LTD,13.0,8,218546,0,859,0,2.9372841617603086e-05,13,218546,859,199689,164421,2023
1566,24728,726,日本,呼叫愛美子,2023-08-18,Harvest Film,15.0,12,216424,0,976,0,3.337356626167707e-05,15,216424,976,153524,130997,2023
1567,25129,727,日本,觸不到的肌膚,2023-09-28,mapppeal,26.0,11,214263,0,958,0,3.275807016258876e-05,29,214263,958,121808,87138,2023
1568,23492,728,日本,怪談比留子,2023-03-10,NIKKATSU CORPORATION,21.0,11,213260,0,865,0,2.9578006983965856e-05,21,213260,865,170685,88959,2023
1569,25127,729,日本,電影哆啦A夢：大雄與奇跡之島,2023-09-22,Animation International LTD,21.0,9,193946,0,780,0,2.6671497627159954e-05,21,193946,780,162813,152551,2023
1570,25062,730,日本,景深之中,2023-08-11,m-appeal,14.0,11,186834,0,850,0,2.9065093568058924e-05,16,186834,850,116769,80874,2023
1571,25071,731,日本,親密（後編）,2023-08-12,m-appeal,23.0,12,180715,0,812,0,2.7765712914428052e-05,26,180715,812,84935,98260,2023
1572,23114,732,日本,修羅天魔~骷髏城之七人．極 （新感線舞台劇）,2022-11-25,Village INC.,2.0,6,61530,0,114,0,3.898141960892609e-06,7,177900,328,177900,67860,2023
1573,24753,733,日本,銀平町的電影時光,2023-07-14,The Klockworx Co. Ltd.,35.0,7,175752,0,806,0,2.7560547548065282e-05,35,175752,806,69647,103292,2023
1574,23264,734,日本,魔幻時刻,2008-12-31,PONY CANYON INC.,10.0,5,31935,0,146,0,4.99235724816071e-06,19,173933,755,125463,101378,2023
1575,24109,735,日本,離不開你的依賴,2023-04-19,RIGHTS CUBE Inc.,23.0,13,171322,0,784,0,2.6808274538068472e-05,23,171322,784,144747,77407,2023
1576,25011,736,日本,電影哆啦A夢 - 大雄之宇宙英雄記,2023-10-13,Animation International LTD,14.0,8,169777,0,681,0,2.328626908217426e-05,14,169777,681,144334,126822,2023
1577,24876,737,日本,謎樣的你,2023-07-28,Happinet Phantoal Studios,19.0,21,168001,0,699,0,2.390176518126257e-05,19,168001,699,147111,94821,2023
1578,25041,738,日本,夏洛克的孩子們,2023-08-04,"Shochiku Co., Ltd. ",14.0,21,164302,0,727,0,2.4859203557622164e-05,14,164302,727,144292,96712,2023
1579,23145,739,日本,她喜歡的是,2023-06-21,RELAY MOTION KFT.,17.0,18,155288,0,641,0,2.1918499973089144e-05,17,155288,641,117048,60580,2023
1580,25243,740,日本,冰淇淋般的愛戀,2023-09-28,SDP INC.,17.0,16,154119,0,652,0,2.2294636478087554e-05,17,154119,652,103224,80334,2023
1581,23222,741,日本,有頂天大飯店,2009-01-16,PONY CANYON INC.,22.0,10,110687,0,523,0,1.7883581101288024e-05,24,143654,667,94309,70484,2023
1582,24514,742,日本,渴水,2023-09-01,KADOKAWA CORPORATION,17.0,13,137482,0,637,0,2.1781723062180633e-05,17,137482,637,111467,74197,2023
1583,25313,743,日本,明天星期一,2023-10-20,NIKKATSU CORPORATION,19.0,15,136309,0,594,0,2.031137126991412e-05,19,136309,594,102754,73699,2023
1584,25241,744,日本,破案天才伽利略：嫌疑犯X的獻身,2008-12-24,PonyCanyon,19.0,5,135554,0,548,0,1.873843679446622e-05,19,135554,548,99966,89562,2023
1585,23554,745,日本,天間莊三姊妹,2023-01-31,TOEI COMPANY  LTD.,15.0,13,132042,0,631,0,2.1576557695817863e-05,15,132042,631,101667,50212,2023
1586,23602,746,日本,霍爾的移動城堡,2023-02-01,Studio Ghibli Inc.,2.0,2,120380,0,208,0,7.1123993672426536e-06,125,120380,208,415678,14833846,2023
1587,24834,747,日本,百合的雨聲,2023-06-16,RELAY MOTION KFT.,14.0,18,115551,0,514,0,1.7575833051743873e-05,14,115551,514,100371,57427,2023
1588,5513,748,日本,儀式,2016-12-16,CARLOTTA FILMS,3.0,1,42120,0,239,0,8.172420426783627e-06,12,115390,588,54400,48850,2023
1589,23312,749,日本,手,2022-12-16,RELAY MOTION KFT.,14.0,10,111808,0,489,0,1.6720977358565664e-05,14,111808,489,101488,50696,2023
1590,23235,750,日本,夜鷹的單戀,2023-01-06,Nagoya Broadcasting Network Co.  Ltd.,13.0,14,95579,0,441,0,1.5079654427663513e-05,13,95579,441,77839,52024,2023
1591,24060,751,日本,這就是我,2023-04-28,Nagoya Broadcasting Network,16.0,14,93734,0,427,0,1.4600935239483723e-05,16,93734,427,73709,51679,2023
1592,23262,752,日本,鬼壓床了沒,2022-12-23,PONY CANYON INC.,12.0,5,20700,0,106,0,3.624588139075583e-06,22,92249,428,69169,40534,2023
1593,24992,753,日本,超市之女,2023-08-20,"Itami Productions Co., Ltd.",9.0,1,86835,0,413,0,1.412221605130392e-05,9,86835,413,82430,32835,2023
1594,25176,754,日本,破案天才伽利略：真夏方程式,2013-07-05,PonyCanyon,14.0,5,82592,0,344,0,1.176281433813208e-05,14,82592,344,66637,48222,2023
1595,23123,755,日本,艾莉絲旅館,2023-03-24,RELAY MOTION KFT.,8.0,18,78610,0,366,0,1.25150873481289e-05,8,78610,366,71790,29614,2023
1596,24108,756,日本,扶桑花女孩之舞,2023-04-28,Fuji Creative Corporation,20.0,12,70347,0,304,0,1.0395045229046951e-05,20,70347,304,57407,43197,2023
1597,24993,757,日本,女稅務員,2023-08-19,"Itami Productions Co., Ltd.",7.0,1,66860,0,324,0,1.107892978358952e-05,7,66860,324,66860,42645,2023
1598,23639,758,日本,愛情失格,2023-02-10,CULTURE ENTERTAINMENT CO.  LTD.,18.0,10,63966,0,308,0,1.053182213995546e-05,18,63966,308,45026,27781,2023
1599,24994,759,日本,受監護的女人,2023-08-22,"Itami Productions Co., Ltd.",11.0,1,62745,0,300,0,1.025826831813844e-05,11,62745,300,50235,21215,2023
1600,23121,760,日本,唱出戀愛的苦惱,2023-01-06,DMM.com LLC,14.0,8,59851,0,255,0,8.719528070417678e-06,14,59851,255,52126,35861,2023
1601,25099,761,日本,民暴之女,2023-08-20,"Itami Productions Co., Ltd.",6.0,1,54400,0,270,0,9.232441486324599e-06,6,54400,270,54400,16240,2023
1602,26193,762,日本,託生君系列：很長很長的故事開始的早晨,2023-11-17,PONY CANYON INC.,14.0,8,54292,0,220,0,7.522730099968192e-06,14,54292,220,46285,33522,2023
1603,24432,763,日本,愛的密語,2023-05-26,RELAY MOTION KFT.,12.0,7,51950,0,232,0,7.933060832693729e-06,12,51950,232,49280,28020,2023
1604,24418,764,日本,六月之蛇,2023-06-09,NIKKATSU CORPORATION,16.0,5,51831,0,237,0,8.104031971329371e-06,16,51831,237,44506,35746,2023
1605,26360,765,日本,馬爾多羅之歌/嘗試對一寸法師進行記述/二頭女-影之映畫/讀書機,2023-12-11,Terayama World Co. Ltd.##Terayama World Co. Ltd.##Terayama World Co. Ltd.##Terayama World Co. Ltd.,3.0,1,48040,0,239,0,8.172420426783627e-06,3,48040,239,48040,16800,2023
1606,26359,766,日本,檻囚/蝶服記/迷宮譚/疱瘡譚/橡皮擦,2023-12-08,Terayama World Co. Ltd.##Terayama World Co. Ltd.##Terayama World Co. Ltd.##Terayama World Co. Ltd.##Terayama World Co. Ltd.,3.0,1,46440,0,231,0,7.898866604966603e-06,3,46440,231,46440,30000,2023
1607,24991,767,日本,靜靜的生活,2023-08-21,"Itami Productions Co., Ltd.",5.0,1,45650,0,226,0,7.727895466330959e-06,5,45650,226,45650,17605,2023
1608,25100,768,日本,女稅務員2,2023-08-19,"Itami Productions Co., Ltd.",7.0,1,45595,0,225,0,7.693701238603833e-06,7,45595,225,45595,27695,2023
1609,14475,769,日本,絞死刑,2023-05-28,OSHIMA PRODUCTIONS LTD,3.0,1,41730,0,240,0,8.206614654510756e-06,3,41730,240,41730,14220,2023
1610,24755,770,日本,死亡解剖,2023-08-25,NIKKATSU CORPORATION,13.0,6,38610,0,165,0,5.642047574976144e-06,13,38610,165,34835,24260,2023
1611,26492,771,日本,魔法公主,2023-12-30,Studio Ghibli Inc.,1.0,1,38600,0,65,0,2.2226248022633287e-06,108,38600,65,9442312,21331789,2023
1612,26545,772,日本,崖上的波妞,2024-01-05,Studio Ghibli Inc.,1.0,1,38300,0,64,0,2.188430574536201e-06,1,38300,64,38300,38300,2023
1613,26364,773,日本,革命＋1,2023-12-08,Adachi Masao Screening Committee,3.0,1,36080,0,180,0,6.154960990883066e-06,3,36080,180,36080,26600,2023
1614,24200,774,日本,鐵男：金屬獸,2023-07-28,NIKKATSU CORPORATION,17.0,5,35883,0,166,0,5.676241802703273e-06,17,35883,166,27003,24168,2023
1615,26365,775,日本,簡稱：連續射殺魔,2023-12-08,Adachi Masao Screening Committee,3.0,1,35280,0,172,0,5.881407169066042e-06,3,35280,172,35280,23680,2023
1616,25244,776,日本,BE : the ONE,2023-08-25,Megaton Entertainment,3.0,7,35000,0,68,0,2.325207485444714e-06,3,35000,68,35000,35000,2023
1617,24996,777,日本,鴻運女,2023-08-19,"Itami Productions Co., Ltd.",3.0,1,31960,0,159,0,5.436882208613376e-06,3,31960,159,31960,7160,2023
1618,24995,778,日本,大病人,2023-08-21,"Itami Productions Co., Ltd.",3.0,1,31300,0,154,0,5.265911069977734e-06,3,31300,154,31300,11305,2023
1619,26363,779,日本,赤軍殘酷內鬥暗黑史,2023-12-12,Adachi Masao Screening Committee,3.0,1,29760,0,147,0,5.026551475887838e-06,3,29760,147,29760,10040,2023
1620,23784,780,日本,人體動物圖鑑：烏龜的殼其實是肋骨,2023-03-17,ASMIK ACE   INC,14.0,15,28852,0,125,0,4.274278465891018e-06,14,28852,125,24732,18317,2023
1621,24310,781,日本,鐵男II：血肉橫飛,2023-07-28,NIKKATSU CORPORATION,13.0,5,28366,0,126,0,4.308472693618146e-06,13,28366,126,25046,19651,2023
1622,24480,782,日本,白晝的惡魔,2023-06-03,"松竹株式会社SHOCHIKU CO., LTD.",2.0,1,28160,0,160,0,5.471076436340503e-06,2,28160,160,28160,14380,2023
1623,24479,783,日本,日本春歌考,2023-05-31,"松竹株式会社SHOCHIKU CO., LTD.",2.0,1,27460,0,160,0,5.471076436340503e-06,2,27460,160,27460,14400,2023
1624,24482,784,日本,青春殘酷物語,2023-05-27,"松竹株式会社SHOCHIKU CO., LTD.",2.0,1,27410,0,156,0,5.334299525431991e-06,2,27410,156,27410,13510,2023
1625,24481,785,日本,太陽的墓場,2023-05-28,"松竹株式会社SHOCHIKU CO., LTD.",2.0,1,27340,0,158,0,5.402687980886247e-06,2,27340,158,27340,14020,2023
1626,26366,786,日本,赤軍：PFLP世界戰爭宣言,2023-12-09,Adachi Masao Screening Committee,3.0,1,26000,0,127,0,4.342666921345275e-06,3,26000,127,26000,17440,2023
1627,24478,787,日本,無理心中日本之夏,2023-05-30,"松竹株式会社SHOCHIKU CO., LTD.",2.0,1,23940,0,137,0,4.684609198616557e-06,2,23940,137,23940,14440,2023
1628,24477,788,日本,歸來的醉漢,2023-05-28,"松竹株式会社SHOCHIKU CO., LTD.",2.0,1,19980,0,119,0,4.0691130995282495e-06,2,19980,119,19980,10480,2023
1629,26352,789,日本,千年決鬥,2023-12-22,RELAY MOTION KFT.,10.0,10,16318,0,80,0,2.735538218170251e-06,15,16318,80,15578,9548,2023
1630,24999,790,日本,狂琴畸戀,2023-10-27,NIKKATSU CORPORATION,7.0,4,7536,0,34,0,1.162603742722357e-06,7,7536,34,7536,2591,2023
1631,24754,791,日本,飛躍吧！金牌英雄,2023-07-15,RELAY MOTION KFT.,1.0,1,6820,0,31,0,1.060021059540972e-06,3,6820,31,7020,7020,2023
1632,24094,792,巴基斯坦,愛情美樂地,2023-02-17,JOYLAND LLC.##FILM CONSTELLATION LTD.,33.0,12,305966,0,1423,0,4.8658386055703356e-05,34,305966,1423,205446,198566,2023
1633,24088,793,巴勒斯坦,地中海發燒友,2023-04-21,Luxbox SAS,16.0,10,73260,0,348,0,1.1899591249040593e-05,16,73260,348,58520,34300,2023
1634,23193,794,巴西,無法無天,2022-12-10,WILD BUNCH,26.0,14,227262,0,1007,0,3.4433587321218054e-05,27,238377,1062,139331,124196,2023
1635,18107,795,丹麥,醉好的時光,2021-03-05,TrustNordisk,2.0,1,3470,0,17,0,5.813018713611785e-07,145,4307358,18499,1211520,2476810,2023
1636,26121,796,丹麥,壞教慾女孩,2023-12-22,TRUSTNORDISK,14.0,8,44447,0,218,0,7.454341644513935e-06,14,44447,218,39757,19937,2023
1637,23535,797,中華民國,關於我和鬼變成家人的那件事,2023-02-10,伯樂影業股份有限公司 ##金盞花大影業股份有限公司 ##中環國際娛樂事業股份有限公司 ##良人行影業有限公司 ##宏將影業有限公司 ##聚星文創娛樂事業股份有限公司 ##滿滿額娛樂股份有限公司 ##東森電視事業股份有限公司 ##眾合千澄影視文化傳媒有限公司##瀚草影視文化事業股份有限公司##英雄旅程股份有限公司 ,172.0,107,363843645,0,1474856,0,0.050431561928721,172,363843645,1474856,769555,214013373,2023
1638,23355,798,中華民國,想見你,2022-12-30,車庫影業股份有限公司##三鳳有限公司,95.0,77,105751942,0,427787,0,0.014627846096704,101,132214628,534013,38164406,79357483,2023
1639,25104,799,中華民國,粽邪3 :鬼門開,2023-08-25,麻吉砥加電影有限公司##華影國際影藝有限公司##識富天使會##用心快樂社會企業股份有限公司##鏡文學股份有限公司##米珞安影業製作有限公司##聯合數位文創股份有限公司,115.0,100,80854432,0,325936,0,0.011145129808469,129,80854432,325936,32377159,52300476,2023
1640,24818,800,中華民國,請問，還有哪裡需要加強,2023-07-28,麻吉砥加電影有限公司##禾豐九路娛樂有限公司##有戲娛樂股份有限公司##居爾一拳有限公司##能率影業股份有限公司##聚星文創娛樂事業股份有限公司##影一製作所股份有限公司##樺麗探險有限公司,125.0,107,70644893,0,286867,0,0.009809195525398,125,70644893,286867,1014315,37912245,2023
1641,25590,801,中華民國,周處除三害,2023-10-06,一種態度電影股份有限公司##于仲淵##六六喜喜股份有限公司##王志祥##再現影像製作股份有限公司##狼谷娛樂股份有限公司##高雄市電影館##黃人有限公司##財團法人臺中市影視發展基金會##緯來電視網股份有限公司##霹靂國際多媒體股份有限公司,87.0,103,46646342,0,184472,0,0.0063078775772780005,147,46646342,184472,15939426,26622260,2023
1642,25306,802,中華民國,女鬼橋2：怨鬼樓,2023-10-13,樂到家國際娛樂股份有限公司##得藝文創國際股份有限公司##發起日影視股份有限公司##大慕可可股份有限公司##氧氣電影有限公司##夢想創造股份有限公司##大宇資訊股份有限公司##皮諾丘電影事業有限公司##華映娛樂股份有限公司##星泰國際娛樂股份有限公司,83.0,89,41981342,0,166250,0,0.005684790359635,148,41981342,166250,14064916,29950098,2023
1643,22531,803,中華民國,流麻溝十五號,2022-10-28,湠臺灣電影股份有限公司,60.0,32,2379914,0,10774,0,0.00036840860953200004,132,40081365,177175,1092260,25831253,2023
1644,23843,804,中華民國,做工的人電影版,2023-03-31,大慕影藝國際事業股份有限公司##中國信託創業投資股份有限公司##華映娛樂股份有限公司##大慕可可股份有限公司##樂到家國際股份有限公司##有戲娛樂股份有限公司##鏡文學股份有限公司##華研國際音樂股份有限公司##秀泰集團,126.0,102,39566545,0,169123,0,0.005783030375895001,126,39566545,169123,1956390,20303280,2023
1645,25116,805,中華民國,我的麻吉4個鬼,2023-08-18,滿滿額娛樂股份有限公司##好好看文創有限公司##有戲娛樂股份有限公司##阿榮影業股份有限公司##安沛文創股份有限公司##超級娛樂有限公司##鷹美影業有限公司##能率影業股份有限公司##崴森管理顧問股份有限公司##神州娛樂股份有限公司##中影股份有限公司##海棠果影業有限公司##維太平洋有限公司##安聯量行集團,84.0,92,39064451,0,158410,0,0.005416707614254001,84,39064451,158410,2770607,22455949,2023
1646,23409,806,中華民國,我的婆婆怎麼把ＯＯ搞丟了,2023-01-13,伯樂影業股份有限公司 ##群星瑞智國際藝能股份有限公司 ##東森電視事業股份有限公司 ##滿滿額娛樂股份有限公司 ##四方四隅文娛國際股份有限公司##良人行影業有限公司 ##宏將影業有限公司 ##聚星文創娛樂事業股份有限公司 ##群之噰傳播股份有限公司 ##有戲娛樂股份有限公司 ##中華電信股份有限公司個人家庭分公司##財團法人公共電視文化事業基金會,80.0,99,38852363,0,166144,0,0.005681165771495001,80,38852363,166144,3465420,19920918,2023
1647,24035,807,中華民國,化劫,2023-06-20,"瑪爾克電影有限公司,犢影制作電影有限公司,六六喜喜股份有限公司,巧克麗娛樂股份有限公司,有戲娛樂股份有限公司,喜滿客京華影城股份有限公司,相聚國際股份有限公司",80.0,90,36238319,0,147587,0,0.0050466234875630005,80,36238319,147587,18858755,18112723,2023
1648,24066,808,中華民國,速命道,2023-04-27,寬銀慕電影製作有限公司##Children's Town Limited.##台灣映藝娛樂股份有限公司##財團法人台北市文化基金會台北市電影委員會##大腕影業國際有限公司,111.0,108,32416747,0,129740,0,0.004436359105317001,111,32416747,129740,11208825,19113147,2023
1649,25994,809,中華民國,BIG,2023-12-01,米倉影業股份有限公司##大誠保險經紀人股份有限公司##築間餐飲事業股份有限公司##泰豐禮品美術有限公司,63.0,95,26035569,0,104690,0,0.0035797937007530003,325,26035569,104690,992200,42658170,2023
1650,23506,810,中華民國,詐團圓,2023-01-20,青睞影視製作股份有限公司##文化內容策進院##六六喜喜股份有限公司##台灣大哥大股份有限公司(My Video)##呈洋國際有限公司,87.0,101,24082922,0,102185,0,0.0034941371602960005,87,24082922,102185,432440,11633156,2023
1651,25586,811,中華民國,惡女,2023-10-27,影響原創影視股份有限公司##有戲娛樂股份有限公司##臺灣電視事業股份有限公司##合影視有限合夥##幸福路映畫社有限公司,71.0,78,18574182,0,74828,0,0.0025586856723650003,111,18574182,74828,3052650,11780630,2023
1652,24014,812,中華民國,疫起,2023-04-07,凱擘影藝股份有限公司##奇幻娛樂國際股份有限公司##有戲娛樂股份有限公司##良人行影業有限公司##大慕可可股份有限公司 ##六六喜喜股份有限公司##台灣大哥大股份有限公司 (台灣大哥大 MyVideo)##聚星文創娛樂事業股份有限公司 ##宏將影業有限公司 ##華文創股份有限公司 ##得利影視股份有限公司,98.0,89,17328145,0,73320,0,0.002507120776953,98,17328145,73320,3817405,11327015,2023
1653,24663,813,中華民國,查無此心,2023-09-08,興揚電影有限公司##華映娛樂股份有限公司##中環國際娛樂事業股份有限公司##有戲娛樂股份有限公司##台灣大哥大 MyVideo##溫柔鄉電影有限公司##東陽長庚影視文化有限公司##眾合千澄影視文化傳媒有限公司,96.0,102,16857980,0,68743,0,0.002350613796645,96,16857980,68743,2319565,10145495,2023
1654,14895,814,中華民國,悲情城市,1989-10-21,年代網際事業股份有限公司,94.0,62,16514987,0,66381,0,0.0022698470307540002,94,16514987,66381,5105512,8726725,2023
1655,22671,815,中華民國,罪後真相,2022-10-28,伯樂影業股份有限公司##中環國際娛樂事業股份有限公司 ##良人行影業有限公司 ##宏將影業有限公司 ##東森電視事業股份有限公司 ##滿滿額娛樂股份有限公司 ##聚星文創娛樂事業股份有限公司 ##打字人創意有限公司 ##得利影視股份有限公司 ##有戲娛樂股份有限公司 ,29.0,3,41594,0,545,0,1.8635854111284845e-05,90,16438882,70245,1692577,11062639,2023
1656,22659,816,中華民國,你在我心上,2022-10-21,麻吉砥加電影有限公司##星勢力娛樂股份有限公司##艾婷投資股份有限公司,46.0,3,40593,0,548,0,1.873843679446622e-05,125,15747799,68376,1172485,11901024,2023
1657,23671,817,中華民國,本日公休,2023-02-26,伯樂影業股份有限公司 ##華文創股份有限公司 ##有余企劃製作有限公司 ##得利影視股份有限公司 ##中環國際娛樂事業股份有限公司 ##意妍堂製作股份有限公司 ,123.0,85,15465978,0,68609,0,0.0023460317701300003,124,15465978,68609,3314003,8553423,2023
1658,23408,818,中華民國,山中森林,2023-01-13,禾力文創有限公司,59.0,86,14272252,0,59947,0,0.0020498413695580003,59,14272252,59947,6562720,7906652,2023
1659,25063,819,中華民國,老狐狸,2023-11-24,積木影像製作有限公司##合影視有限合夥##天使放大股份有限公司##貝殼放大股份有限公司##高雄統夢秀泰影城股份有限公司##華映娛樂股份有限公司##百聿數碼創意股份有限公司##東映ビデオ株式会社,55.0,59,13578533,0,56142,0,0.001919732333056,178,13578533,56142,192250,8112752,2023
1660,21785,820,中華民國,哈勇家,2022-08-12,華映娛樂股份有限公司##氧氣電影有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##得藝文創國際股份有限公司##凡宇興業有限公司##樂到家國際娛樂股份有限公司##鏡文學股份有限公司,34.0,4,49524,0,325,0,1.111312401131664e-05,117,13426970,60808,214650,8563874,2023
1661,25149,821,中華民國,我最愛的笨男人,2023-09-08,文達文創股份有限公司##英屬蓋曼群島商威望國際娛樂股份有限公司##百聿數碼創意股份有限公司##劇糖文創娛樂股份有限公司,74.0,86,13382251,0,55296,0,0.001890804016399,74,13382251,55296,5267360,8712172,2023
1662,23419,822,中華民國,山椒魚來了,2023-02-10,大麥影像傳播工作室,117.0,47,13204559,0,58152,0,0.0019884627307870002,117,13204559,58152,2129504,8210802,2023
1663,23926,823,中華民國,車頂上的玄天上帝,2023-11-11,三視多媒體網路股份有限公司##大好天光文化創意股份有限公司##台灣文創天使投資股份有限公司##財團法人台北市文化基金會台北市電影委員會##財團法人臺中市影視發展基金會##台灣大哥大股份有限公司##十二果子有限公司##映費迪國際有限公司##香港商甲上娛樂有限公司台灣分公司##相聚國際股份有限公司##風度國際股份有限公司##衛山資本股份有限公司,51.0,84,12567621,0,53488,0,0.0018289808526680002,71,12567621,53488,2312698,8242645,2023
1664,16901,824,中華民國,海霧,2020-09-11,松露文化創意有限公司##愛奇藝電影集團香港有限公司##台灣太陽娛樂有限公司##非凡娛樂製作有限公司##兔將創意影業股份有限公司,11.0,12,43201,0,194,0,6.63368017906286e-06,98,11548309,51517,7102925,7929304,2023
1665,25422,825,中華民國,小曉,2023-12-08,華映娛樂股份有限公司##得利影視股份有限公司##華文創股份有限公司##承達投資有限公司##寓言工作室##影響原創影視股份有限公司,26.0,66,11060980,0,44992,0,0.001538466693898,115,11060980,44992,4519111,7858394,2023
1666,20921,826,中華民國,少年吔，安啦！,1992-07-03,城市國際電影有限公司,1.0,1,7220,0,33,0,1.128409514995228e-06,74,9170509,37759,181080,5419108,2023
1667,25222,827,中華民國,他馬克老闆,2023-09-28,氧氣電影有限公司##三皇生物科技股份有限公司##台灣夢幻文創股份有限公司##百聿數碼創意股份有限公司##美學經濟國際股份有限公司##華映娛樂股份有限公司##秀泰國際娛樂股份有限公司##添翼創越工作室##晉揚投資有限公司##文化內容策進院,85.0,100,8686644,0,35721,0,0.00122145200864,111,8686644,35721,318909,5798231,2023
1668,23394,828,中華民國,黑的教育,2023-03-10,禾豐九路娛樂有限公司##麻吉砥加電影有限公司##岸上影像有限公司,47.0,88,7905840,0,32831,0,0.0011226306905090001,48,7949340,33005,3699462,5095477,2023
1669,26076,829,中華民國,赤心巔峰,2023-12-25,活水文化事業有限公司,29.0,50,7875245,0,33247,0,0.001136855489243,105,7875245,33247,337268,6681493,2023
1670,22082,830,中華民國,科學少女,2022-09-16,東海大學##東吳大學##國立台灣師範大學##社團法人中華民國大渡山學會,19.0,3,12225,0,175,0,5.983989852247426e-06,110,7869593,34290,660420,4868582,2023
1671,24370,831,中華民國,南方，寂寞鐵道,2023-06-09,上善醫文化工作室,89.0,35,6585723,0,28039,0,0.00095877195124,89,6585723,28039,492050,4313250,2023
1672,25335,832,中華民國,成功補習班,2023-09-22,星源未來股份有限公司##中環國際娛樂事業股份有限公司##霹靂國際多媒體股份有限公司##東森電視事業股份有限公司##米神國際股份有限公司##劇龍製作有限公司,80.0,104,6050062,0,25392,0,0.000868259830447,80,6050062,25392,674333,3671324,2023
1673,21165,833,中華民國,神人之家,2022-11-25,飛望影像有限公司##文化內容策進院##Films de Force Majeure,34.0,10,502762,0,2100,0,7.18078782269691e-05,81,5039160,21590,255430,2808706,2023
1674,20817,834,中華民國,我心我行,2022-11-11,三乘影像股份有限公司##藝碩文創股份有限公司##許芳宜＆藝術家,5.0,1,7470,0,31,0,1.060021059540972e-06,71,4841904,22057,199050,2809002,2023
1675,22268,835,中華民國,童話·世界,2022-10-13,主磐叙社有限公司,14.0,1,8970,0,74,0,2.530372851807483e-06,74,4008706,16856,470510,2311528,2023
1676,21119,836,中華民國,一家子兒咕咕叫,2022-11-18,六六喜喜股份有限公司##原子映象有限公司##高雄人##臺中拍,34.0,2,72960,0,605,0,2.068750777491253e-05,78,3951649,18454,1756797,2424583,2023
1677,23831,837,中華民國,我和我的賽車老爸,2023-08-09,新世紀南向開發有限公司##摩爾娛樂有限公司##滿滿額娛樂股份有限公司##影響視覺科技有限公司##世詮多媒體有限公司##高雄電影館##健身聯盟,43.0,59,3264579,0,14081,0,0.00048148892062500003,43,3264579,14081,798649,2145376,2023
1678,23961,838,中華民國,青春並不溫柔,2023-10-27,魚禾草影像有限公司##希望影視行銷股份有限公司,59.0,30,2832792,0,11622,0,0.000397405314644,100,2832792,11622,738849,1901011,2023
1679,24054,839,中華民國,不能流淚的悲傷,2023-04-21,亞太國影（深圳）影業有限公司##中國電影股份有限公司##中影創意（北京）電影有限公司##天津貓眼微影文化傳媒有限公司##亞太國影（重慶）文化傳媒有限公司##廣東潮樂文化傳媒有限公司##深圳市三羊文化集團有限公司##深圳市新藝城影業有限公司##亞太國影（蘇州）影業有限公司##亞太華影（北京）影業有限公司##無雙（深圳）影業有限公司##佛山泓東影視文化傳媒有限公司##廣東新億投資有限公司##浙江東陽瀚雅映影視文化傳媒有限公司##北京博視眾和文化傳播有限公司##香蕉映畫有限公司##華映娛樂股份有限公司,84.0,67,2824196,0,11909,0,0.000407219058002,84,2824196,11909,1739293,1972791,2023
1680,23795,840,中華民國,守護黑面琵鷺,2023-03-24,鴻奇文化事業有限公司,59.0,36,2754388,0,13122,0,0.00044869665623500004,59,2754388,13122,352390,1811617,2023
1681,24023,841,中華民國,消失的紫斑蝶,2023-05-19,牽猴子股份有限公司##路野生態影像有限公司,73.0,32,2693257,0,11832,0,0.000404586102467,73,2693257,11832,257080,1726524,2023
1682,25818,842,中華民國,撼山河 撼向世界,2023-11-01,我們之間影像製作有限公司,43.0,37,1923931,0,8513,0,0.000291095460641,50,1923931,8513,803687,1381580,2023
1683,23729,843,中華民國,九槍,2023-03-14,蔡崇隆,69.0,33,1892752,0,8183,0,0.000279811365491,69,1892752,8183,247130,1109055,2023
1684,18550,844,中華民國,溟溟,2023-06-16,犢影制作電影有限公司##馬棋朵數位影像製作有限公司##華映娛樂股份有限公司##海王天璽文化傳媒股份有限公司,31.0,30,1789668,0,7969,0,0.000272493800757,31,1789668,7969,1029500,438819,2023
1685,20176,845,中華民國,諸葛四郎─英雄的英雄,2021-11-12,童年漫畫股份有限公司,1.0,1,13200,0,60,0,2.051653663627689e-06,52,1747950,7544,511855,1156752,2023
1686,24239,846,中華民國,我的天堂城市,2023-09-15,滿滿額娛樂股份有限公司##力揚電影有限公司##文化內容策進院##台北市電影委員會##覓一有限公司##羚邦控股有限公司,44.0,31,1733633,0,6948,0,0.00023758149424800003,69,1733633,6948,1195376,1224370,2023
1687,15447,847,中華民國,日子,2023-10-27,汯呄霖電影有限公司##財團法人公共電視文化事業基金會,58.0,11,1713104,0,7520,0,0.000257140592508,63,1713104,7520,366216,977542,2023
